CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"220908103","TARVER-RENDON EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908105","J L BOREN EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","KG","KG - 04","E"
"220908106","CHARLOTTE ANDERSON EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908107","GLENN HARMON EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908109","D P MORRIS EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908110","WILLIE BROWN EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908111","KENNETH DAVIS EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908112","IMOGENE GIDEON EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908113","ERMA NASH EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908114","ELIZABETH SMITH EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908115","ROBERTA TIPPS EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908116","MARTHA REID EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908117","THELMA JONES EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908118","MARY JO SHEPPARD EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908119","JANET BROCKETT EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908120","ANNA MAY DAULTON EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908121","CORA SPENCER EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","KG","KG - 04","E"
"220908122","LOUISE CABANISS EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908123","CAROL HOLT EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908124","ANNETTE PERRY EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","PK","PK - 04","E"
"220908125","JUDY MILLER EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908126","NANCY NEAL EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
"220908201","MARY ORR INT"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908202","CROSS TIMBERS INT"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908204","DONNA SHEPARD INT"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908205","DELLA ICENHOWER INT"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908206","MARY LILLARD I S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908207","ASA E LOW JR INT"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","06","05","05 - 06","M"
"220908304","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","N","N","X"," ","MANSFIELD ISD","220908","11","11","11 - 11","S"
"220910001","LAKE WORTH H S"," ","N","N","N","N","N","N","N","N","M"," ","LAKE WORTH ISD","220910","12","09","09 - 12","S"
"220910042","LUCYLE COLLINS MIDDLE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","LAKE WORTH ISD","220910","08","07","07 - 08","M"
"220910043","N A HOWRY INTERMEDIATE"," ","N","N","N","N","N","N","N","N","M"," ","LAKE WORTH ISD","220910","06","05","05 - 06","M"
"220910101","EFFIE MORRIS EL"," ","N","N","N","N","N","N","N","N","M"," ","LAKE WORTH ISD","220910","04","EE","EE - 04","E"
"220910103","MARINE CREEK EL"," ","N","N","N","N","N","N","N","N","I"," ","LAKE WORTH ISD","220910","04","PK","PK - 04","E"
"220910104","MARILYN MILLER ELEMENTARY"," ","N","N","N","N","N","N","N","N","M"," ","LAKE WORTH ISD","220910","04","PK","PK - 04","E"
"220912001","CROWLEY H S"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","12","09","09 - 12","S"
"220912002","NORTH CROWLEY H S"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","12","09","09 - 12","S"
"220912041","H F STEVENS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","09","07","07 - 09","M"
"220912042","CROWLEY MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","08","07","07 - 08","M"
"220912043","SUMMER CREEK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","09","07","07 - 09","M"
"220912101","BESS RACE EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","PK","PK - 04","E"
"220912102","SYCAMORE EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","EE","EE - 04","E"
"220912103","DEER CREEK EL"," ","N","N","N","N","N","N","N","N","I"," ","CROWLEY ISD","220912","04","EE","EE - 04","E"
"220912104","MEADOWCREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","EE","EE - 04","E"
"220912105","JACKIE CARDEN EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","EE","EE - 04","E"
"220912106","PARKWAY EL"," ","N","N","N","N","N","N","N","N","I"," ","CROWLEY ISD","220912","04","PK","PK - 04","E"
"220912107","OAKMONT EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","PK","PK - 04","E"
"220912108","DALLAS PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","PK","PK - 04","E"
"220912109","J A HARGRAVE EL"," ","N","N","N","N","N","N","N","N","I"," ","CROWLEY ISD","220912","04","EE","EE - 04","E"
"220912110","SIDNEY H POYNTER"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","04","PK","PK - 04","E"
"220912111","SUE CROUCH INT SCH"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","06","05","05 - 06","M"
"220912112","S H CROWLEY INT"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","06","05","05 - 06","M"
"220912113","DAVID L WALKER INT"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","06","05","05 - 06","M"
"220912114","MARY HARRIS INT"," ","N","N","N","N","N","N","N","N","M"," ","CROWLEY ISD","220912","06","05","05 - 06","M"
"220914001","KENNEDALE H S"," ","N","N","N","N","N","N","N","N","M"," ","KENNEDALE ISD","220914","12","09","09 - 12","S"
"220914041","KENNEDALE J H"," ","N","N","N","N","N","N","N","N","M"," ","KENNEDALE ISD","220914","08","07","07 - 08","M"
"220914101","JAMES A ARTHUR INT"," ","N","N","N","N","N","N","N","N","M"," ","KENNEDALE ISD","220914","06","05","05 - 06","M"
"220914102","JAMES F DELANEY EL"," ","N","N","N","N","N","N","N","N","M"," ","KENNEDALE ISD","220914","04","PK","PK - 04","E"
"220914103","R F PATTERSON EL"," ","N","N","N","N","N","N","N","N","M"," ","KENNEDALE ISD","220914","04","KG","KG - 04","E"
"220915001","AZLE H S"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","12","09","09 - 12","S"
"220915003","AZLE HORNET ACADEMY","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","AZLE ISD","220915","12","09","09 - 12","S"
"220915041","AZLE J H SOUTH"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","08","07","07 - 08","M"
"220915042","SANTO FORTE J H"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","08","07","07 - 08","M"
"220915102","EAGLE HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","04","KG","KG - 04","E"
"220915103","WALNUT CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","04","KG","KG - 04","E"
"220915104","AZLE EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","06","05","05 - 06","M"
"220915105","LIBERTY EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","04","EE","EE - 04","E"
"220915106","SILVER CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","04","EE","EE - 04","E"
"220915107","W E HOOVER EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","06","05","05 - 06","M"
"220915108","CROSS TIMBERS EL"," ","N","N","N","N","N","N","N","N","M"," ","AZLE ISD","220915","04","EE","EE - 04","E"
"220916001","BELL H S"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","12","10","10 - 12","S"
"220916002","TRINITY H S"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","12","10","10 - 12","S"
"220916004","ALTER ED PROG"," ","N","N","N","Y","N","N","N","N","X"," ","HURST-EULESS-BEDFORD ISD","220916","12","05","05 - 12","B"
"220916005","KEYS H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","HURST-EULESS-BEDFORD ISD","220916","12","09","09 - 12","S"
"220916007","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","N","N","X"," ","HURST-EULESS-BEDFORD ISD","220916","10","06","06 - 10","B"
"220916041","CENTRAL J H"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","09","07","07 - 09","M"
"220916042","EULESS J H"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","09","07","07 - 09","M"
"220916043","HURST J H"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","09","07","07 - 09","M"
"220916044","BEDFORD J H"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","09","07","07 - 09","M"
"220916045","HARWOOD J H"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","09","07","07 - 09","M"
"220916102","BELLAIRE EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916103","HARRISON LANE EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916105","NORTH EULESS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916106","OAKWOOD TERRACE EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916107","SHADY OAKS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916108","SOUTH EULESS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916110","STONEGATE EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916111","WEST HURST EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916112","WILSHIRE EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916113","DONNA PARK"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916114","MIDWAY PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916115","HURST HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916116","BELL MANOR EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916117","SHADY BROOK EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","KG","KG - 06","E"
"220916118","LAKEWOOD EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","KG","KG - 06","E"
"220916119","BEDFORD HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","KG","KG - 06","E"
"220916121","SPRING GARDEN EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","EE","EE - 06","E"
"220916122","MEADOW CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220916123","RIVER TRAILS EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","KG","KG - 06","E"
"220916125","VIRIDIAN EL"," ","N","N","N","N","N","N","N","N","M"," ","HURST-EULESS-BEDFORD ISD","220916","06","PK","PK - 06","E"
"220917001","CASTLEBERRY H S"," ","N","N","N","N","N","N","N","N","M"," ","CASTLEBERRY ISD","220917","12","09","09 - 12","S"
"220917003","REACH H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","CASTLEBERRY ISD","220917","12","09","09 - 12","S"
"220917004","T R U C E LEARNING CTR"," ","N","N","N","Y","N","N","N","N","X"," ","CASTLEBERRY ISD","220917","12","06","06 - 12","B"
"220917005","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","Y","N","X"," ","CASTLEBERRY ISD","220917","11","11","11 - 11","S"
"220917041","MARSH MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CASTLEBERRY ISD","220917","08","06","06 - 08","M"
"220917101","A V CATO EL"," ","N","N","N","N","N","N","N","N","M"," ","CASTLEBERRY ISD","220917","05","PK","PK - 05","E"
"220917102","CASTLEBERRY EL"," ","N","N","N","N","N","N","N","N","M"," ","CASTLEBERRY ISD","220917","05","EE","EE - 05","E"
"220917104","JOY JAMES EL"," ","N","N","N","N","N","N","N","N","M"," ","CASTLEBERRY ISD","220917","05","EE","EE - 05","E"
"220918001","BOSWELL H S"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","12","09","09 - 12","S"
"220918002","ELMER C WATSON H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","EAGLE MT-SAGINAW ISD","220918","12","09","09 - 12","S"
"220918003","ALTER DISCIPLINE CAMPUS"," ","N","N","N","Y","N","N","N","N","X"," ","EAGLE MT-SAGINAW ISD","220918","12","07","07 - 12","S"
"220918004","SAGINAW H S"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","12","09","09 - 12","S"
"220918005","WELDON HAFLEY DEVELOPMENT CTR"," ","N","N","N","N","Y","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","PK","EE","EE - PK","E"
"220918006","CHISHOLM TRAIL H S"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","12","09","09 - 12","S"
"220918007","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","N","N","X"," ","EAGLE MT-SAGINAW ISD","220918","11","09","09 - 11","S"
"220918041","WAYSIDE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","08","06","06 - 08","M"
"220918042","HIGHLAND MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","08","06","06 - 08","M"
"220918043","CREEKVIEW MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","08","06","06 - 08","M"
"220918044","PRAIRIE VISTA"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","08","06","06 - 08","M"
"220918045","ED WILLKIE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","08","06","06 - 08","M"
"220918101","L A GILILLAND EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918102","EAGLE MOUNTAIN EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918103","SAGINAW EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918104","BRYSON EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918105","ELKINS EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918106","HIGH COUNTRY ELEMENTARY"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918107","REMINGTON POINT EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918108","CHISHOLM RIDGE"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918109","GREENFIELD EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918110","COMANCHE SPRINGS EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918111","NORTHBROOK EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918112","LAKE POINTE EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918113","PARKVIEW EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918114","WILLOW CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220918115","DOZIER EL"," ","N","N","N","N","N","N","Y","N","M"," ","EAGLE MT-SAGINAW ISD","220918","05","KG","KG - 05","E"
"220919001","CARROLL SENIOR H S"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","12","11","11 - 12","S"
"220919003","CARROLL H S"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","10","09","09 - 10","S"
"220919041","CARROLL MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","08","07","07 - 08","M"
"220919043","GEORGE DAWSON MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","08","07","07 - 08","M"
"220919101","JACK D JOHNSON EL"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","04","KG","KG - 04","E"
"220919102","CARROLL EL"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","04","EE","EE - 04","E"
"220919103","WALNUT GROVE EL"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","04","KG","KG - 04","E"
"220919104","ROBERT H ROCKENBAUGH EL"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","04","EE","EE - 04","E"
"220919106","DON T DURHAM INT"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","06","05","05 - 06","M"
"220919107","OLD UNION EL"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","04","EE","EE - 04","E"
"220919108","EUBANKS INT"," ","N","N","N","N","N","N","N","N","M"," ","CARROLL ISD","220919","06","05","05 - 06","M"
"220920001","BREWER H S"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","12","09","09 - 12","S"
"220920003","MESA H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","WHITE SETTLEMENT ISD","220920","12","11","11 - 12","S"
"220920004","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","Y","N","X"," ","WHITE SETTLEMENT ISD","220920","07","07","07 - 07","M"
"220920041","BREWER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","08","07","07 - 08","M"
"220920101","LIBERTY EL"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","04","EE","EE - 04","E"
"220920102","NORTH EL"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","04","EE","EE - 04","E"
"220920103","WEST EL"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","04","PK","PK - 04","E"
"220920104","BLUE HAZE EL"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","04","PK","PK - 04","E"
"220920105","TANNAHILL INT"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","06","05","05 - 06","M"
"220920106","FINE ARTS ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","WHITE SETTLEMENT ISD","220920","06","KG","KG - 06","E"
"221801005","VISTA ACADEMY OF HUNTSVILLE"," ","N","N","Y","N","N","N","N","N","M"," ","TEXAS COLLEGE PREPARATORY ACADEMIE","221801","08","KG","KG - 08","E"
"221801006","VISTA ACADEMY OF DALLAS"," ","N","N","Y","N","N","N","N","N","M"," ","TEXAS COLLEGE PREPARATORY ACADEMIE","221801","06","KG","KG - 06","E"
"221801011","VISTA ACADEMY OF AMARILLO"," ","N","N","Y","N","N","N","N","N","M"," ","TEXAS COLLEGE PREPARATORY ACADEMIE","221801","12","KG","KG - 12","B"
"221801014","COPPELL CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","TEXAS COLLEGE PREPARATORY ACADEMIE","221801","04","KG","KG - 04","E"
"221801020","VISTA ACADEMY OF HICKORY CREEK"," ","N","N","Y","N","N","N","N","N","M"," ","TEXAS COLLEGE PREPARATORY ACADEMIE","221801","03","KG","KG - 03","E"
