CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"220905045","FOREST OAK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905047","HANDLEY MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905048","JAMES MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905049","KIRKPATRICK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905050","MCLEAN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905051","MEACHAM MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905052","MEADOWBROOK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905053","MONNIG MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905054","MORNINGSIDE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905055","APPLIED LEARNING ACAD"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905056","RIVERSIDE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905057","ROSEMONT MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905058","STRIPLING MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905059","J MARTIN JACQUET MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905060","WEDGWOOD MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905061","LEONARD MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905062","INT'L NEWCOMER ACAD","AEC OF CHOICE","Y","Y","N","N","N","N","N","N","A"," ","FORT WORTH ISD","220905","09","06","06 - 09","M"
"220905063","COMO MONTESSORI"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","KG","KG - 08","E"
"220905064","GLENCREST 6TH GRADE SCH"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","06","06","06 - 06","M"
"220905066","WILLOUGHBY HOUSE"," ","N","N","N","N","N","N","N","N","Z"," ","FORT WORTH ISD","220905","12","09","09 - 12","S"
"220905067","ROSEMONT 6TH GRADE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","06","06","06 - 06","M"
"220905069","MCLEAN 6TH GRADE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","06","06","06 - 06","M"
"220905070","JEAN MCCLUNG MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","06","06 - 08","M"
"220905071","BENBROOK MIDDLE/HIGH SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","11","06","06 - 11","B"
"220905081","YOUNG WOMEN'S LEADERSHIP ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","12","06","06 - 12","B"
"220905082","TEXAS ACADEMY OF BIOMEDICAL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","12","09","09 - 12","S"
"220905083","YOUNG MEN'S LEADERSHIP ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","11","06","06 - 11","B"
"220905084","WORLD LANGUAGES INSTITUTE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","09","06","06 - 09","M"
"220905085","MARINE CREEK COLLEGIATE H S"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","12","09","09 - 12","S"
"220905086","TARRANT CO COLLEGE SOUTH/FORT WORT"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","10","09","09 - 10","S"
"220905101","ALICE CARLSON APPLIED LRN CTR"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","KG","KG - 05","E"
"220905103","BENBROOK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905104","BOULEVARD HEIGHTS"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","12","PK","PK - 12","B"
"220905105","WEST HANDLEY EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905107","BURTON HILL EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905110","CARROLL PEAK EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905111","CARTER PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905114","MANUEL JARA EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","01","01 - 05","E"
"220905115","GEORGE CLARKE EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905116","LILY B CLAYTON EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905117","COMO EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905118","HAZEL HARVEY PEACE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905119","DAGGETT EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905120","RUFINO MENDOZA SR EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","01","01 - 05","E"
"220905121","DE ZAVALA EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905122","DIAMOND HILL EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905123","S S DILLOW EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905124","MAUDE I LOGAN EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905125","EASTERN HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905126","EAST HANDLEY EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905127","CHRISTENE C MOSS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905129","JOHN T WHITE EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905130","HARLEAN BEAL EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905131","ROSEMONT PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905132","GLEN PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905133","W M GREEN EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905134","GREENBRIAR EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905135","VAN ZANDT-GUINN EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905137","HUBBARD EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905138","HELBING EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905139","KIRKPATRICK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905141","MEADOWBROOK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905143","MCRAE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905144","MITCHELL BOULEVARD EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905146","MOORE M H EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905147","MORNINGSIDE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905148","CHARLES NASH EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905149","NORTH HI MOUNT EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905150","OAKHURST EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905151","NATHA HOWELL EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905152","OAKLAWN EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905153","A M PATE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905154","M L PHILLIPS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905156","RIDGLEA HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905157","LUELLA MERRETT EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905159","VERSIA WILLIAMS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905160","MAUDRIE WALTON EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905161","SAM ROSEN EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905162","SAGAMORE HILL EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905163","BRUCE SHULKEY EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905165","RICHARD J WILSON EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905166","SOUTH HI MOUNT EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905167","SOUTH HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905168","SPRINGDALE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905169","SUNRISE - MCMILLAN EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905171","TANGLEWOOD EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","KG","KG - 05","E"
"220905172","W J TURNER EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905175","WASHINGTON HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905176","WAVERLY PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905177","WESTCLIFF EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905178","WESTCREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905180","WESTERN HILLS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","02","02 - 05","E"
"220905184","WORTH HEIGHTS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905186","DAVID K SELLARS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905187","J T STEVENS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905188","ATWOOD MCDONALD EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905190","RIVERSIDE APPLIED LRN CTR"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905194","DAGGETT MONTESSORI"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","08","KG","KG - 08","E"
"220905206","BILL J ELLIOTT EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905207","WESTPARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905208","T A SIMS EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905209","EDWARD BRISCOE EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905210","CHILDREN'S MEDICAL CTR"," ","N","N","N","N","N","N","N","N","Z"," ","FORT WORTH ISD","220905","11","KG","KG - 11","B"
"220905211","WOMEN'S HAVEN"," ","N","N","N","N","N","N","N","N","Z"," ","FORT WORTH ISD","220905","10","01","01 - 10","B"
"220905212","BRIDGE ASSOC"," ","N","N","N","N","N","N","N","N","Z"," ","FORT WORTH ISD","220905","11","07","07 - 11","S"
"220905216","WOODWAY EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905217","I M TERRELL EL"," ","N","N","N","N","N","N","N","N","I"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905219","LOWERY ROAD"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905220","ALICE D CONTRERAS"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905221","WESTERN HILLS PRI"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","01","EE","EE - 01","E"
"220905222","CLIFFORD DAVIS EL"," ","N","N","N","N","N","N","N","N","I","0","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905223","CESAR CHAVEZ PRI"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905224","MG ELLIS"," ","N","N","N","N","Y","N","N","N","M"," ","FORT WORTH ISD","220905","KG","EE","EE - KG","E"
"220905225","BONNIE BRAE"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905226","SEMINARY HILLS PARK EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","EE","EE - 05","E"
"220905227","DOLORES HUERTA EL"," ","N","N","N","N","N","N","N","N","M"," ","FORT WORTH ISD","220905","05","PK","PK - 05","E"
"220905228","PK SATELLITE CENTERS"," ","N","N","N","N","Y","N","N","N","M"," ","FORT WORTH ISD","220905","PK","PK","PK - PK","E"
"220905242","TARRANT YOUTH RECOVERY"," ","N","N","N","N","N","N","N","Y","X"," ","FORT WORTH ISD","220905","10","08","08 - 10","S"
"220905251","ASSESSMENT CTR"," ","N","N","N","N","N","N","N","N","Z"," ","FORT WORTH ISD","220905","07","KG","KG - 07","E"
"220905252","INSIGHTS LEARNING CENTER"," ","N","N","N","Y","N","N","N","N","X"," ","FORT WORTH ISD","220905","05","04","04 - 05","E"
"220906001","GRAPEVINE H S"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","12","09","09 - 12","S"
"220906004","COLLEYVILLE HERITAGE H S"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","12","09","09 - 12","S"
"220906006","THE BRIDGES ACAD ALTER","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","GRAPEVINE-COLLEYVILLE ISD","220906","12","10","10 - 12","S"
"220906007","IUNIVERSITY PREP"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","12","04","04 - 12","B"
"220906008","GRAPEVINE-COLLEYVILLE COLLEGIATE A"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","11","09","09 - 11","S"
"220906038","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","Y","N","X"," ","GRAPEVINE-COLLEYVILLE ISD","220906","12","11","11 - 12","S"
"220906041","GRAPEVINE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","08","06","06 - 08","M"
"220906042","COLLEYVILLE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","08","06","06 - 08","M"
"220906043","HERITAGE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","08","06","06 - 08","M"
"220906044","CROSS TIMBERS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","08","06","06 - 08","M"
"220906101","CANNON EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","KG","KG - 05","E"
"220906102","COLLEYVILLE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","PK","PK - 05","E"
"220906103","DOVE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","KG","KG - 05","E"
"220906104","TIMBERLINE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","EE","EE - 05","E"
"220906105","TAYLOR EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","EE","EE - 05","E"
"220906106","BEAR CREEK EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","PK","PK - 05","E"
"220906107","HERITAGE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","KG","KG - 05","E"
"220906108","BRANSFORD EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","EE","EE - 05","E"
"220906109","GRAPEVINE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","KG","KG - 05","E"
"220906110","SILVER LAKE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","PK","PK - 05","E"
"220906111","GLENHOPE EL"," ","N","N","N","N","N","N","N","N","M"," ","GRAPEVINE-COLLEYVILLE ISD","220906","05","KG","KG - 05","E"
"220907001","KELLER H S"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","12","09","09 - 12","S"
"220907002","FOSSIL RIDGE H S"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","12","09","09 - 12","S"
"220907004","CENTRAL H S"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","12","09","09 - 12","S"
"220907005","TIMBER CREEK H S"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","12","09","09 - 12","S"
"220907039","NEW DIRECTION LRN CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","KELLER ISD","220907","12","09","09 - 12","S"
"220907041","KELLER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","07","07 - 08","M"
"220907042","FOSSIL HILL MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","07","07 - 08","M"
"220907043","HILLWOOD MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","07","07 - 08","M"
"220907044","INDIAN SPRINGS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","05","05 - 08","M"
"220907045","TRINITY SPRINGS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","07","07 - 08","M"
"220907046","TIMBERVIEW MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","08","05","05 - 08","M"
"220907101","KELLER-HARVEL EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907102","FLORENCE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907103","PARKVIEW EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907104","BEAR CREEK INT"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","06","05","05 - 06","M"
"220907105","WHITLEY ROAD EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907106","HERITAGE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907107","CHISHOLM TRAIL INT"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","06","05","05 - 06","M"
"220907108","SHADY GROVE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907109","PARK GLEN EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907110","WILLIS LANE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907111","NORTH RIVERSIDE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907112","HIDDEN LAKES EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907113","LONE STAR EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907114","PARKWOOD HILL INT"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","06","05","05 - 06","M"
"220907116","BLUEBONNET EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907117","FREEDOM EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907118","BETTE PEROT EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907119","WOODLAND SPRINGS EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907120","LIBERTY EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907121","INDEPENDENCE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907122","FRIENDSHIP EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907123","TRINITY MEADOWS INT"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","06","05","05 - 06","M"
"220907124","EAGLE RIDGE EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907125","CAPROCK EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907126","BASSWOOD EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","06","KG","KG - 06","E"
"220907128","KELLER EARLY LEARNING CENTER - NOR"," ","N","N","N","N","Y","N","N","N","M"," ","KELLER ISD","220907","PK","EE","EE - PK","E"
"220907129","RIDGEVIEW EL"," ","N","N","N","N","N","N","N","N","M"," ","KELLER ISD","220907","04","KG","KG - 04","E"
"220907130","SUNSET VALLEY EL"," ","N","N","N","N","N","N","Y","N","M"," ","KELLER ISD","220907","06","KG","KG - 06","E"
"220907131","KELLER EARLY LEARNING CENTER - SOU"," ","N","N","N","N","Y","N","Y","N","M"," ","KELLER ISD","220907","PK","EE","EE - PK","E"
"220908002","MANSFIELD SUMMIT H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908003","MANSFIELD H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908004","MANSFIELD TIMBERVIEW H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908005","MANSFIELD LEGACY H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908006","THE PHOENIX ACADEMY","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908007","MANSFIELD LAKE RIDGE H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","09","09 - 12","S"
"220908008","MANSFIELD FRONTIER H S"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","12","11","11 - 12","S"
"220908041","ROGENE WORLEY MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908042","T A HOWARD MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908043","BROOKS WESTER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908044","DANNY JONES MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908045","JAMES COBLE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908046","LINDA JOBE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","08","07","07 - 08","M"
"220908101","ALICE PONDER EL"," ","N","N","N","N","N","N","N","N","M"," ","MANSFIELD ISD","220908","04","EE","EE - 04","E"
