DISTNAME,CAMPNAME,District_ID,Campus_ID,REGION,CFLALTED,C_RATING,CI1,CI1_CUT,CI1_MET,CI2,CI2_CUT,CI2_MET,CI3,CI3_CUT,CI3_MET,CI4,CI4_CUT,CI4_MET
BELTON ISD,SOUTHWEST EL,014903,014903104,12,False,M,56,60,N,34,32,Y,31,28,Y,20,12,Y
BELTON ISD,LAKEWOOD EL,014903,014903108,12,False,M,89,60,Y,48,32,Y,53,28,Y,63,12,Y
BELTON ISD,SPARTA EL,014903,014903109,12,False,M,86,60,Y,50,32,Y,47,28,Y,61,12,Y
BELTON ISD,JOE M PIRTLE EL,014903,014903111,12,False,M,90,60,Y,48,32,Y,55,28,Y,51,12,Y
BELTON ISD,TARVER EL,014903,014903116,12,False,M,84,60,Y,50,32,Y,47,28,Y,50,12,Y
BELTON ISD,HIGH POINT EL,014903,014903117,12,False,M,80,60,Y,43,32,Y,44,28,Y,44,12,Y
BELTON ISD,CHISHOLM TRAIL EL,014903,014903118,12,False,M,75,60,Y,45,32,Y,42,28,Y,47,12,Y
BELTON ISD,BELTON EARLY CHILDHOOD SCHOOL,014903,014903119,12,False,M,,,P,,,P,,,P,,,P
HOLLAND ISD,HOLLAND H S,014905,014905001,12,False,M,87,60,Y,34,17,Y,58,30,Y,88,60,Y
HOLLAND ISD,HOLLAND MIDDLE,014905,014905041,12,False,M,88,60,Y,43,30,Y,53,26,Y,53,13,Y
HOLLAND ISD,HOLLAND EL,014905,014905101,12,False,M,90,60,Y,57,32,Y,60,28,Y,60,12,Y
KILLEEN ISD,KILLEEN H S,014906,014906001,12,False,M,67,60,Y,22,17,Y,41,30,Y,76,60,Y
KILLEEN ISD,C E ELLISON H S,014906,014906002,12,False,M,74,60,Y,25,17,Y,44,30,Y,77,60,Y
KILLEEN ISD,GATEWAY H S,014906,014906004,12,False,X,,60,X,,17,X,,30,X,,,X
KILLEEN ISD,PATHWAYS ACADEMIC CAMPUS,014906,014906006,12,True,A,60,35,Y,22,8,Y,34,13,Y,98,33,Y
KILLEEN ISD,HARKER HEIGHTS H S,014906,014906007,12,False,M,80,60,Y,29,17,Y,49,30,Y,82,60,Y
KILLEEN ISD,ROBERT M SHOEMAKER H S,014906,014906008,12,False,M,64,60,Y,18,17,Y,38,30,Y,68,60,Y
KILLEEN ISD,GATEWAY MIDDLE,014906,014906009,12,False,X,,60,X,,30,X,,26,X,,,X
KILLEEN ISD,KILLEEN ISD EARLY COLLEGE H S,014906,014906013,12,False,M,97,60,Y,51,17,Y,63,30,Y,91,21,Y
KILLEEN ISD,METROPLEX SCHOOL,014906,014906022,12,False,X,,60,X,,17,X,,30,X,,,X
KILLEEN ISD,BELL COUNTY JUV DET CTR,014906,014906025,12,True,X,,35,X,,8,X,,13,X,,,X
KILLEEN ISD,KILLEEN JJAEP,014906,014906026,12,False,X,,60,X,,17,X,,30,X,,,X
KILLEEN ISD,NOLAN MIDDLE,014906,014906042,12,False,M,64,60,Y,36,30,Y,31,26,Y,25,13,Y
KILLEEN ISD,RANCIER MIDDLE,014906,014906043,12,False,M,66,60,Y,36,30,Y,34,26,Y,28,13,Y
KILLEEN ISD,MANOR MIDDLE,014906,014906044,12,False,M,65,60,Y,34,30,Y,33,26,Y,33,13,Y
KILLEEN ISD,EASTERN HILLS MIDDLE,014906,014906046,12,False,M,72,60,Y,32,30,Y,36,26,Y,35,13,Y
KILLEEN ISD,PALO ALTO MIDDLE,014906,014906048,12,False,M,62,60,Y,38,30,Y,31,26,Y,30,13,Y
KILLEEN ISD,LIBERTY HILL MIDDLE,014906,014906049,12,False,M,79,60,Y,40,30,Y,43,26,Y,45,13,Y
KILLEEN ISD,LIVE OAK RIDGE MIDDLE,014906,014906050,12,False,M,70,60,Y,37,30,Y,38,26,Y,34,13,Y
KILLEEN ISD,UNION GROVE MIDDLE,014906,014906051,12,False,M,85,60,Y,44,30,Y,47,26,Y,59,13,Y
KILLEEN ISD,AUDIE MURPHY MIDDLE,014906,014906052,12,False,M,79,60,Y,43,30,Y,43,26,Y,52,13,Y
KILLEEN ISD,CHARLES E PATTERSON MIDDLE,014906,014906053,12,False,M,79,60,Y,36,30,Y,45,26,Y,43,13,Y
KILLEEN ISD,EL ALTER LEARNING CENTER,014906,014906100,12,False,X,,60,X,,32,X,,28,X,,,X
KILLEEN ISD,CLIFTON PARK EL,014906,014906102,12,False,M,84,60,Y,41,32,Y,51,28,Y,55,12,Y
KILLEEN ISD,EAST WARD EL,014906,014906103,12,False,M,59,60,N,41,32,Y,32,28,Y,23,12,Y
KILLEEN ISD,HARKER HEIGHTS EL,014906,014906105,12,False,M,74,60,Y,42,32,Y,42,28,Y,31,12,Y
KILLEEN ISD,MEADOWS EL,014906,014906108,12,False,M,72,60,Y,40,32,Y,42,28,Y,38,12,Y
KILLEEN ISD,PEEBLES EL,014906,014906109,12,False,M,77,60,Y,47,32,Y,44,28,Y,32,12,Y
KILLEEN ISD,PERSHING PARK EL,014906,014906110,12,False,M,71,60,Y,42,32,Y,39,28,Y,32,12,Y
KILLEEN ISD,SUGAR LOAF EL,014906,014906111,12,False,M,60,60,Y,37,32,Y,32,28,Y,24,12,Y
KILLEEN ISD,WEST WARD EL,014906,014906112,12,False,M,61,60,Y,36,32,Y,32,28,Y,18,12,Y
KILLEEN ISD,BELLAIRE EL,014906,014906113,12,False,M,65,60,Y,46,32,Y,39,28,Y,29,12,Y
KILLEEN ISD,NOLANVILLE EL,014906,014906115,12,False,M,79,60,Y,40,32,Y,43,28,Y,43,12,Y
KILLEEN ISD,CLARKE EL,014906,014906116,12,False,M,88,60,Y,69,32,Y,58,28,Y,45,12,Y
KILLEEN ISD,DUNCAN EL,014906,014906117,12,False,M,89,60,Y,57,32,Y,62,28,Y,42,12,Y
KILLEEN ISD,HAY BRANCH EL,014906,014906119,12,False,M,67,60,Y,32,32,Y,37,28,Y,34,12,Y
KILLEEN ISD,WILLOW SPRINGS EL,014906,014906120,12,False,M,66,60,Y,45,32,Y,36,28,Y,35,12,Y
KILLEEN ISD,MOUNTAIN VIEW EL,014906,014906121,12,False,M,84,60,Y,52,32,Y,46,28,Y,49,12,Y
KILLEEN ISD,REECES CREEK EL,014906,014906122,12,False,M,77,60,Y,45,32,Y,44,28,Y,43,12,Y
KILLEEN ISD,CLEAR CREEK EL,014906,014906123,12,False,M,82,60,Y,47,32,Y,49,28,Y,42,12,Y
KILLEEN ISD,CEDAR VALLEY EL,014906,014906124,12,False,M,80,60,Y,48,32,Y,45,28,Y,47,12,Y
KILLEEN ISD,BROOKHAVEN EL,014906,014906125,12,False,M,68,60,Y,46,32,Y,34,28,Y,26,12,Y
KILLEEN ISD,VENABLE VILLAGE EL,014906,014906126,12,False,M,90,60,Y,48,32,Y,56,28,Y,63,12,Y
KILLEEN ISD,TRIMMIER EL,014906,014906127,12,False,M,75,60,Y,45,32,Y,43,28,Y,39,12,Y
KILLEEN ISD,MONTAGUE VILLAGE EL,014906,014906128,12,False,M,84,60,Y,39,32,Y,55,28,Y,52,12,Y
KILLEEN ISD,MAXDALE EL,014906,014906129,12,False,M,70,60,Y,40,32,Y,38,28,Y,32,12,Y
KILLEEN ISD,IRA CROSS JR EL,014906,014906130,12,False,M,76,60,Y,48,32,Y,50,28,Y,42,12,Y
KILLEEN ISD,IDUMA EL,014906,014906131,12,False,M,67,60,Y,36,32,Y,34,28,Y,33,12,Y
KILLEEN ISD,OVETA CULP HOBBY EL,014906,014906132,12,False,M,69,60,Y,42,32,Y,40,28,Y,31,12,Y
KILLEEN ISD,TIMBER RIDGE EL,014906,014906133,12,False,M,73,60,Y,48,32,Y,41,28,Y,36,12,Y
KILLEEN ISD,SAEGERT EL,014906,014906135,12,False,M,74,60,Y,48,32,Y,41,28,Y,41,12,Y
KILLEEN ISD,SKIPCHA EL,014906,014906136,12,False,M,87,60,Y,48,32,Y,48,28,Y,58,12,Y
KILLEEN ISD,RICHARD E CAVAZOS EL,014906,014906137,12,False,M,80,60,Y,51,32,Y,52,28,Y,48,12,Y
KILLEEN ISD,HAYNES EL,014906,014906138,12,False,M,77,60,Y,44,32,Y,43,28,Y,35,12,Y
KILLEEN ISD,DR JOSEPH A FOWLER EL,014906,014906139,12,False,M,78,60,Y,42,32,Y,42,28,Y,43,12,Y
ROGERS ISD,ROGERS H S,014907,014907001,12,False,M,78,60,Y,31,17,Y,46,30,Y,81,60,Y
ROGERS ISD,ROGERS MIDDLE,014907,014907041,12,False,M,76,60,Y,33,30,Y,36,26,Y,34,13,Y
ROGERS ISD,BELL COUNTY DAEP,014907,014907043,12,False,X,,60,X,,17,X,,30,X,,,X
ROGERS ISD,ROGERS EL,014907,014907102,12,False,M,76,60,Y,42,32,Y,40,28,Y,36,12,Y
SALADO ISD,SALADO H S,014908,014908001,12,False,M,82,60,Y,33,17,Y,39,30,Y,86,60,Y
SALADO ISD,BELL COUNTY DAEP,014908,014908005,12,False,X,,60,X,,30,X,,26,X,,,X
SALADO ISD,SALADO INT,014908,014908041,12,False,M,82,60,Y,37,32,Y,39,28,Y,42,12,Y
SALADO ISD,SALADO J H,014908,014908042,12,False,M,86,60,Y,42,30,Y,43,26,Y,59,13,Y
SALADO ISD,THOMAS ARNOLD EL,014908,014908101,12,False,M,,,P,,,P,,,P,,,P
TEMPLE ISD,TEMPLE H S,014909,014909002,12,False,M,68,60,Y,23,17,Y,39,30,Y,74,60,Y
TEMPLE ISD,WHEATLEY ALTERNATIVE EDUCATION CEN,014909,014909005,12,False,X,,60,X,,17,X,,30,X,,,X
TEMPLE ISD,FRED W EDWARDS ACADEMY AEC,014909,014909008,12,True,A,49,35,Y,10,8,Y,23,13,Y,91,33,Y
TEMPLE ISD,LAMAR MIDDLE,014909,014909041,12,False,M,60,60,Y,33,30,Y,28,26,Y,24,13,Y
TEMPLE ISD,TRAVIS SCIENCE ACADEMY,014909,014909042,12,False,M,60,60,Y,38,30,Y,29,26,Y,25,13,Y
TEMPLE ISD,BONHAM MIDDLE,014909,014909044,12,False,M,70,60,Y,39,30,Y,38,26,Y,34,13,Y
TEMPLE ISD,MERIDITH-DUNBAR EARLY CHILDHOOD AC,014909,014909101,12,False,M,,,P,,,P,,,P,,,P
TEMPLE ISD,CATER EL,014909,014909102,12,False,I,54,60,N,42,32,Y,27,28,N,24,12,Y
TEMPLE ISD,JEFFERSON EL,014909,014909107,12,False,M,62,60,Y,49,32,Y,35,28,Y,27,12,Y
TEMPLE ISD,SCOTT EL,014909,014909110,12,False,M,62,60,Y,35,32,Y,34,28,Y,36,12,Y
TEMPLE ISD,THORNTON EL,014909,014909111,12,False,M,68,60,Y,46,32,Y,33,28,Y,32,12,Y
TEMPLE ISD,WESTERN HILLS EL,014909,014909114,12,False,M,65,60,Y,50,32,Y,36,28,Y,23,12,Y
TEMPLE ISD,RAYE-ALLEN EL,014909,014909116,12,False,I,51,60,N,39,32,Y,27,28,N,22,12,Y
TEMPLE ISD,KENNEDY-POWELL EL,014909,014909117,12,False,M,76,60,Y,44,32,Y,44,28,Y,43,12,Y
TEMPLE ISD,HECTOR P GARCIA EL,014909,014909118,12,False,M,64,60,Y,38,32,Y,32,28,Y,22,12,Y
TROY ISD,TROY H S,014910,014910001,12,False,M,82,60,Y,22,17,Y,44,30,Y,77,60,Y
TROY ISD,RAYMOND MAYS MIDDLE,014910,014910041,12,False,M,78,60,Y,37,30,Y,38,26,Y,39,13,Y
TROY ISD,TROY EL,014910,014910101,12,False,M,71,60,Y,42,32,Y,33,28,Y,32,12,Y
TROY ISD,EDNA BIGHAM MAYS EL,014910,014910103,12,False,M,,,P,,,P,,,P,,,P
POR VIDA ACADEMY,POR VIDA ACADEMY CHARTER H S,015801,015801001,20,True,A,36,35,Y,29,8,Y,21,13,Y,66,33,Y
POR VIDA ACADEMY,CORPUS CHRISTI COLLEGE PREP H S,015801,015801002,20,False,M,67,60,Y,25,17,Y,36,30,Y,65,60,Y
POR VIDA ACADEMY,CESAR E CHAVEZ ACADEMY,015801,015801003,20,True,A,50,35,Y,5,8,N,26,13,Y,71,33,Y
GEORGE GERVIN ACADEMY,GEORGE GERVIN ACADEMY,015802,015802001,20,False,M,72,60,Y,54,17,Y,48,30,Y,81,60,Y
GEORGE GERVIN ACADEMY,THE EDUCATION AND TRAINING CENTER,015802,015802004,20,True,A,67,35,Y,33,8,Y,41,13,Y,,,Z
NEW FRONTIERS CHARTER SCHOOL,FRANK L MADLA EARLY COLLEGE H S,015805,015805001,20,False,M,91,60,Y,32,17,Y,53,30,Y,56,21,Y
NEW FRONTIERS CHARTER SCHOOL,NEW FRONTIERS MIDDLE SCH,015805,015805041,20,False,M,60,60,Y,31,30,Y,32,26,Y,25,13,Y
NEW FRONTIERS CHARTER SCHOOL,NEW FRONTIERS CHARTER SCHOOL,015805,015805101,20,False,I,50,60,N,48,32,Y,26,28,N,16,12,Y
SCHOOL OF EXCELLENCE IN EDUCATION,MILTON B LEE ACADEMY OF SCIENCE &,015806,015806003,20,False,M,76,60,Y,33,17,Y,43,30,Y,81,60,Y
SCHOOL OF EXCELLENCE IN EDUCATION,DR PAUL S SAENZ J H,015806,015806041,20,False,M,62,60,Y,41,30,Y,34,26,Y,21,13,Y
SCHOOL OF EXCELLENCE IN EDUCATION,DR HARMON W KELLEY EL,015806,015806101,20,False,I,49,60,N,26,32,N,22,28,N,10,12,N
SCHOOL OF EXCELLENCE IN EDUCATION,DR DAVID C WALKER EL,015806,015806106,20,False,M,69,60,Y,45,32,Y,37,28,Y,27,12,Y
SOUTHWEST PREPARATORY SCHOOL,SOUTHWEST PREPARATORY SCHOOL,015807,015807001,20,False,Z,,60,Z,,32,Z,,28,Z,,,Z
SOUTHWEST PREPARATORY SCHOOL,SOUTHWEST PREPARATORY SOUTHEAST CA,015807,015807002,20,True,A,42,35,Y,31,8,Y,18,13,Y,100,33,Y
SOUTHWEST PREPARATORY SCHOOL,SOUTHWEST PREPARATORY SCHOOL-NORTH,015807,015807004,20,True,A,48,35,Y,30,8,Y,23,13,Y,100,33,Y
SOUTHWEST PREPARATORY SCHOOL,NEW DIRECTIONS,015807,015807005,20,True,A,57,35,Y,41,8,Y,32,13,Y,100,33,Y
SOUTHWEST PREPARATORY SCHOOL,SOUTHWEST PREP NORTHWEST EL,015807,015807101,20,False,I,44,60,N,34,32,Y,23,28,N,10,12,N
SOUTHWEST PREPARATORY SCHOOL,SEGUIN EL,015807,015807102,20,False,M,83,60,Y,20,32,N,45,28,Y,21,12,Y
JOHN H WOOD JR PUBLIC CHARTER DIST,JOHN H WOOD JR CHARTER SCHOOL AT A,015808,015808001,20,True,X,0,35,X,,8,X,,13,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,JOHN H WOOD JR CS HAYS CO JUVENILE,015808,015808003,20,True,X,0,35,X,,8,X,,13,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,JOHN H WOOD JR CS GRANBURY,015808,015808006,20,True,X,,35,X,,8,X,,13,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,ROCKDALE,015808,015808007,20,True,X,,35,X,,8,X,,13,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,ANNE FRANK INSPIRE ACADEMY,015808,015808009,20,False,M,73,60,Y,36,17,Y,37,30,Y,39,21,Y
JOHN H WOOD JR PUBLIC CHARTER DIST,MERIDELL,015808,015808010,20,False,X,,60,X,,17,X,,30,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,WILLIAMS HOUSE,015808,015808011,20,False,X,50,60,X,,17,X,,30,X,,,X
JOHN H WOOD JR PUBLIC CHARTER DIST,LEGACY RANCH,015808,015808012,20,False,X,,60,X,,17,X,,30,X,,,X
BEXAR COUNTY ACADEMY,BEXAR COUNTY ACADEMY,015809,015809101,20,False,M,65,60,Y,33,32,Y,38,28,Y,22,12,Y
POSITIVE SOLUTIONS CHARTER SCHOOL,POSITIVE SOLUTIONS CHARTER,015814,015814001,20,True,A,59,35,Y,25,8,Y,35,13,Y,74,33,Y
HERITAGE ACADEMY,HERITAGE ACADEMY OF WINDCREST,015815,015815001,20,False,M,69,60,Y,31,32,N,41,28,Y,41,12,Y
HERITAGE ACADEMY,HERITAGE ACADEMY OF DEL RIO,015815,015815041,20,True,A,64,35,Y,37,8,Y,33,13,Y,100,33,Y
HERITAGE ACADEMY,HERITAGE ACADEMY,015815,015815101,20,True,A,71,35,Y,58,8,Y,34,13,Y,,,Z
HERITAGE ACADEMY,HERITAGE ACADEMY OF SAN ANTONIO,015815,015815104,20,True,A,76,35,Y,61,8,Y,36,13,Y,,,Z
SAN ANTONIO SCHOOL FOR INQUIRY & C,SAN ANTONIO SCHOOL FOR INQUIRY & C,015820,015820001,20,True,A,44,35,Y,21,8,Y,24,13,Y,100,33,Y
SAN ANTONIO SCHOOL FOR INQUIRY & C,MONTICELLO,015820,015820002,20,False,M,59,60,N,34,17,Y,36,30,Y,23,21,Y
JUBILEE ACADEMIC CENTER,ATHLOS LEADERSHIP ACADEMY,015822,015822001,20,False,I,48,60,N,24,17,Y,24,30,N,57,60,N
JUBILEE ACADEMIC CENTER,ATHLOS LEADERSHIP ACADEMY - PREMIE,015822,015822002,20,False,M,55,60,N,32,32,Y,28,28,Y,20,12,Y
JUBILEE ACADEMIC CENTER,ALAMO LEADERSHIP ACADEMY,015822,015822004,20,False,M,59,60,N,34,32,Y,34,28,Y,20,12,Y
JUBILEE ACADEMIC CENTER,HIGHLAND PARK GIFTED AND TALENTED,015822,015822005,20,False,M,70,60,Y,36,32,Y,37,28,Y,27,12,Y
JUBILEE ACADEMIC CENTER,KINGSWAY LEADERSHIP ACADEMY,015822,015822006,20,False,M,64,60,Y,37,32,Y,31,28,Y,25,12,Y
JUBILEE ACADEMIC CENTER,LIVING WAY LEADERSHIP ACADEMY,015822,015822007,20,False,M,85,60,Y,57,32,Y,53,28,Y,48,12,Y
JUBILEE ACADEMIC CENTER,HARLINGEN LEADERSHIP ACADEMY,015822,015822008,20,False,M,76,60,Y,44,32,Y,50,28,Y,45,12,Y
JUBILEE ACADEMIC CENTER,WELLS BRANCH LEADERSHIP ACADEMY,015822,015822009,20,False,M,69,60,Y,35,32,Y,34,28,Y,31,12,Y
JUBILEE ACADEMIC CENTER,ATHLOS LEADERSHIP ACADEMY - BROWNS,015822,015822010,20,False,M,78,60,Y,33,17,Y,44,30,Y,43,21,Y
LIGHTHOUSE CHARTER SCHOOL,LIGHTHOUSE CHARTER SCHOOL - B CAMP,015825,015825001,20,False,M,72,60,Y,40,32,Y,36,28,Y,33,12,Y
LIGHTHOUSE CHARTER SCHOOL,LIGHTHOUSE CHARTER SCHOOL,015825,015825101,20,False,Z,,60,Z,,32,Z,,28,Z,,,Z
KIPP SAN ANTONIO,KIPP UNIVERSITY PREP H S,015826,015826001,20,False,M,72,60,Y,24,17,Y,42,30,Y,82,60,Y
KIPP SAN ANTONIO,KIPP ASPIRE ACADEMY,015826,015826041,20,False,M,61,60,Y,39,30,Y,32,26,Y,21,13,Y
KIPP SAN ANTONIO,KIPP CAMINO ACADEMY,015826,015826042,20,False,M,68,60,Y,39,30,Y,36,26,Y,28,13,Y
KIPP SAN ANTONIO,KIPP PODER ACADEMY,015826,015826043,20,False,M,82,60,Y,45,30,Y,48,26,Y,34,13,Y
KIPP SAN ANTONIO,KIPP UN MUNDO DUAL LANGUAGE ACADEM,015826,015826101,20,False,M,53,60,N,37,32,Y,30,28,Y,26,12,Y
KIPP SAN ANTONIO,KIPP ESPERANZA DUAL LANGUAGE ACADE,015826,015826102,20,False,Z,,60,Z,,32,Z,,28,Z,,,Z
SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY,015827,015827001,20,False,M,90,60,Y,42,17,Y,54,30,Y,84,60,Y
SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY -,015827,015827002,20,False,M,83,60,Y,49,32,Y,54,28,Y,51,12,Y
SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY H,015827,015827003,20,False,M,71,60,Y,32,32,Y,42,28,Y,32,12,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACAD (SAN ANTONIO),015828,015828001,20,False,M,78,60,Y,41,17,Y,45,30,Y,79,60,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF INNOVATION - SAN,015828,015828002,20,False,M,70,60,Y,44,32,Y,37,28,Y,32,12,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACADEMY - LAREDO,015828,015828003,20,False,M,82,60,Y,39,17,Y,48,30,Y,86,60,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF INNOVATION - LAR,015828,015828004,20,False,M,67,60,Y,42,32,Y,36,28,Y,35,12,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCIENCE ACADEMY - BROWNSVI,015828,015828005,20,False,M,78,60,Y,40,17,Y,47,30,Y,79,60,Y
HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY SCHOOL OF EXCELLENCE - SAN,015828,015828006,20,False,M,75,60,Y,46,32,Y,44,28,Y,40,12,Y
BROOKS ACADEMY OF SCIENCE AND ENGI,BROOKS ACADEMY OF SCIENCE AND ENGI,015830,015830001,20,False,M,60,60,Y,27,17,Y,31,30,Y,74,60,Y
BROOKS ACADEMY OF SCIENCE AND ENGI,BROOKS ESTRELLA ACADEMY,015830,015830101,20,False,M,65,60,Y,40,32,Y,38,28,Y,30,12,Y
BROOKS ACADEMY OF SCIENCE AND ENGI,BROOKS INTERNATIONAL STUDIES ACADE,015830,015830102,20,False,M,65,60,Y,39,32,Y,35,28,Y,22,12,Y
BROOKS ACADEMY OF SCIENCE AND ENGI,BROOKS ACADEMY OAKS,015830,015830103,20,False,M,83,60,Y,,32,Z,,28,Z,58,12,Y
SCHOOL OF SCIENCE AND TECHNOLOGY D,SCHOOL OF SCIENCE AND TECHNOLOGY D,015831,015831001,20,False,M,81,60,Y,40,32,Y,44,28,Y,45,12,Y
SCHOOL OF SCIENCE AND TECHNOLOGY D,SCHOOL OF SCIENCE AND TECHNOLOGY C,015831,015831002,20,False,M,77,60,Y,39,17,Y,44,30,Y,79,60,Y
SCHOOL OF SCIENCE AND TECHNOLOGY D,SCHOOL OF SCIENCE AND TECHNOLOGY A,015831,015831003,20,False,M,80,60,Y,41,32,Y,46,28,Y,36,12,Y
HENRY FORD ACADEMY ALAMEDA SCHOOL,HENRY FORD ACADEMY ALAMEDA SCHOOL,015833,015833001,20,False,M,81,60,Y,28,17,Y,41,30,Y,78,60,Y
BASIS TEXAS,BASIS SAN ANTONIO MEDICAL CENTER,015834,015834001,20,False,M,97,60,Y,47,17,Y,68,30,Y,82,21,Y
BASIS TEXAS,BASIS SAN ANTONIO NORTH CENTRAL,015834,015834002,20,False,M,97,60,Y,47,17,Y,64,30,Y,82,21,Y
GREAT HEARTS TEXAS,GREAT HEARTS MONTE VISTA,015835,015835001,20,False,M,84,60,Y,58,32,Y,43,28,Y,54,12,Y
GREAT HEARTS TEXAS,GREAT HEARTS MONTE VISTA NORTH,015835,015835002,20,False,M,91,60,Y,36,17,Y,50,30,Y,69,21,Y
GREAT HEARTS TEXAS,GREAT HEARTS NORTHERN OAKS,015835,015835003,20,False,M,88,60,Y,42,32,Y,50,28,Y,56,12,Y
GREAT HEARTS TEXAS,GREAT HEARTS IRVING,015835,015835004,20,False,M,90,60,Y,47,32,Y,53,28,Y,59,12,Y
ELEANOR KOLITZ HEBREW LANGUAGE ACA,ELEANOR KOLITZ HEBREW LANGUAGE ACA,015836,015836001,20,False,M,94,60,Y,45,32,Y,56,28,Y,52,12,Y
CARPE DIEM SCHOOLS,CARPE DIEM SCHOOLS,015837,015837001,20,False,I,43,60,N,29,17,Y,21,30,N,16,21,N
ALAMO HEIGHTS ISD,ALAMO HEIGHTS H S,015901,015901001,20,False,M,85,60,Y,24,17,Y,48,30,Y,84,60,Y
ALAMO HEIGHTS ISD,BEXAR CO J J A E P,015901,015901002,20,False,X,,60,X,,17,X,,30,X,,,X
ALAMO HEIGHTS ISD,ALAMO HEIGHTS J H,015901,015901041,20,False,M,84,60,Y,44,30,Y,42,26,Y,58,13,Y
ALAMO HEIGHTS ISD,CAMBRIDGE EL,015901,015901101,20,False,M,78,60,Y,45,32,Y,35,28,Y,48,12,Y
ALAMO HEIGHTS ISD,HOWARD EL,015901,015901102,20,False,M,,,P,,,P,,,P,,,P
ALAMO HEIGHTS ISD,WOODRIDGE EL,015901,015901104,20,False,M,83,60,Y,47,32,Y,36,28,Y,49,12,Y
HARLANDALE ISD,HARLANDALE H S,015904,015904001,20,False,M,68,60,Y,20,17,Y,41,30,Y,75,60,Y
HARLANDALE ISD,MCCOLLUM H S,015904,015904002,20,False,M,70,60,Y,22,17,Y,42,30,Y,77,60,Y
HARLANDALE ISD,HAC DAEP H S,015904,015904003,20,False,X,,60,X,,17,X,,30,X,,,X
HARLANDALE ISD,FRANK M TEJEDA ACADEMY,015904,015904004,20,True,A,47,35,Y,18,8,Y,28,13,Y,100,33,Y
HARLANDALE ISD,BEXAR CO J J A E P,015904,015904007,20,False,X,,60,X,,30,X,,26,X,,,X
HARLANDALE ISD,HARLANDALE ALTERNATIVE CENTER BOOT,015904,015904008,20,False,X,,60,X,,17,X,,30,X,,,X
HARLANDALE ISD,FENLEY TRANSITIONAL H S,015904,015904010,20,False,Z,,60,Z,,17,Z,,30,Z,,,Z
HARLANDALE ISD,HARLANDALE ISD STEM ECHS-ALAMO COL,015904,015904011,20,False,M,92,60,Y,26,17,Y,56,30,Y,74,21,Y
HARLANDALE ISD,HARLANDALE MIDDLE,015904,015904041,20,False,M,69,60,Y,39,30,Y,40,26,Y,29,13,Y
HARLANDALE ISD,A LEAL JR MIDDLE,015904,015904042,20,False,M,69,60,Y,39,30,Y,39,26,Y,26,13,Y
HARLANDALE ISD,TERRELL WELLS MIDDLE,015904,015904043,20,False,M,69,60,Y,37,30,Y,39,26,Y,32,13,Y
HARLANDALE ISD,KINGSBOROUGH MIDDLE,015904,015904044,20,False,M,68,60,Y,35,30,Y,35,26,Y,27,13,Y
HARLANDALE ISD,HAC DAEP MIDDLE,015904,015904045,20,False,X,,60,X,,30,X,,26,X,,,X
HARLANDALE ISD,HARLANDALE ALTERNATIVE CENTER BOOT,015904,015904046,20,False,X,,60,X,,30,X,,26,X,,,X
HARLANDALE ISD,FENLEY TRANSITIONAL MIDDLE,015904,015904047,20,False,Z,,60,Z,,30,Z,,26,Z,,,Z
HARLANDALE ISD,TEJEDA JUNIOR ACADEMY,015904,015904048,20,True,A,41,35,Y,56,8,Y,20,13,Y,,,Z
HARLANDALE ISD,CARROLL BELL EL,015904,015904101,20,False,M,71,60,Y,38,32,Y,40,28,Y,31,12,Y
HARLANDALE ISD,BELLAIRE EL,015904,015904102,20,False,M,66,60,Y,41,32,Y,35,28,Y,28,12,Y
HARLANDALE ISD,COLLIER EL,015904,015904103,20,False,M,61,60,Y,45,32,Y,33,28,Y,21,12,Y
HARLANDALE ISD,COLUMBIA HEIGHTS EL,015904,015904104,20,False,M,62,60,Y,35,32,Y,32,28,Y,18,12,Y
HARLANDALE ISD,STONEWALL/FLANDERS EL,015904,015904105,20,False,I,53,60,N,50,32,Y,27,28,N,16,12,Y
HARLANDALE ISD,V M ADAMS EL,015904,015904106,20,False,I,53,60,N,46,32,Y,27,28,N,18,12,Y
HARLANDALE ISD,GILLETTE EL,015904,015904107,20,False,M,71,60,Y,55,32,Y,42,28,Y,33,12,Y
HARLANDALE ISD,H W SCHULZE EL,015904,015904108,20,False,M,71,60,Y,45,32,Y,36,28,Y,28,12,Y
