CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"101910102",573,70.7,0,56,6.9,51,6.3,0,0,0,0,573,70.7,0,56,6.9,51,6.3,0,.
"101910104",310,53.5,0,46,7.9,58,10,0,0,0,0,310,53.3,0,46,7.9,61,10.5,0,.
"101910105",268,38.9,0,38,5.5,76,11,0,0,0,0,268,38.9,0,38,5.5,76,11,0,.
"101910106",310,44.3,0,55,7.9,63,9,0,0,0,0,310,44.3,0,55,7.9,63,9,0,.
"101910107",276,41.2,0,69,10.3,67,10,0,0,0,0,276,41.1,0,69,10.3,68,10.1,0,.
"101910108",514,51.3,0,80,8,88,8.8,0,0,0,0,514,51.3,0,80,8,88,8.8,0,.
"101910109",314,53,0,51,8.6,60,10.1,0,0,0,0,314,52.9,0,51,8.6,62,10.4,0,.
"101910110",366,79.9,0,65,14.2,23,5,0,0,0,0,366,79.7,0,65,14.2,24,5.2,0,.
"101910111",287,40.3,0,41,5.8,77,10.8,0,0,0,0,287,40.1,0,41,5.7,81,11.3,0,.
"101910112",277,49.6,0,57,10.2,54,9.7,0,0,0,0,277,49.6,0,57,10.2,55,9.8,0,.
"101910113",170,26.2,0,64,9.9,63,9.7,0,0,0,0,170,26.1,0,64,9.8,66,10.1,0,.
"101910114",200,30.6,0,49,7.5,56,8.6,0,0,0,0,201,30.6,0,49,7.5,57,8.7,0,.
"101910115",153,22.4,0,68,10,81,11.9,0,0,0,0,153,22.3,0,68,9.9,84,12.3,0,.
"101910116",545,68.1,0,58,7.3,55,6.9,0,0,0,0,545,67.9,0,58,7.2,57,7.1,0,.
"101911002",209,11.7,1783,96,5.4,261,14.6,733,41.1,1559,87.4,209,11.7,1784,96,5.4,262,14.7,733,41.1
"101911003",204,9.6,2118,204,9.6,212,10,859,40.6,1900,89.7,204,9.6,2124,204,9.6,218,10.3,859,40.4
"101911005",13,9,144,4,2.8,11,7.6,40,27.8,96,66.7,13,9,144,4,2.8,11,7.6,40,27.8
"101911006",12,16.2,56,2,2.7,6,8.1,16,28.6,48,64.9,12,16.2,56,2,2.7,6,8.1,16,28.6
"101911012",0,0,12,0,0,2,15.4,1,8.3,12,92.3,0,0,12,0,0,2,15.4,1,8.3
"101911015",156,7.4,2098,187,8.9,243,11.6,805,38.4,1817,86.6,156,7.4,2104,187,8.9,249,11.8,806,38.3
"101911016",6,1.5,410,76,18.5,5,1.2,1,0.2,190,46.3,6,1.5,410,76,18.5,5,1.2,1,0.2
"101911017",26,11,236,11,4.7,29,12.3,236,100,236,100,26,11,236,11,4.7,29,12.3,236,100
"101911041",137,14,0,67,6.9,132,13.5,0,0,52,5.3,137,14,0,67,6.9,133,13.6,0,.
"101911043",151,14.1,0,113,10.5,143,13.3,0,0,0,0,151,14.1,0,113,10.5,144,13.4,0,.
"101911044",130,10.7,0,133,11,121,10,0,0,53,4.4,130,10.7,0,134,11,124,10.2,0,.
"101911045",195,19.2,0,60,5.9,136,13.4,0,0,101,10,195,19.2,0,60,5.9,137,13.5,0,.
"101911046",107,9.3,0,146,12.7,128,11.1,0,0,87,7.6,107,9.3,0,147,12.8,129,11.2,0,.
"101911101",246,31.3,0,68,8.7,67,8.5,0,0,0,0,246,31.2,0,68,8.6,69,8.8,0,.
"101911102",252,32.4,0,99,12.7,81,10.4,0,0,0,0,252,32.4,0,99,12.7,81,10.4,0,.
"101911103",182,21.9,0,31,3.7,92,11.1,0,0,0,0,182,21.8,0,31,3.7,96,11.5,0,.
"101911105",221,30.6,0,22,3,78,10.8,0,0,0,0,221,30.5,0,22,3,79,10.9,0,.
"101911107",209,29.9,0,49,7,84,12,0,0,0,0,209,29.9,0,49,7,85,12.2,0,.
"101911108",182,22.5,0,57,7,88,10.9,0,0,0,0,182,22.5,0,57,7,88,10.9,0,.
"101911111",188,28,0,32,4.8,59,8.8,0,0,0,0,188,27.9,0,32,4.8,59,8.8,0,.
"101911112",164,36.9,0,22,5,45,10.1,0,0,0,0,164,36.9,0,22,5,45,10.1,0,.
"101911113",253,36.5,0,35,5.1,92,13.3,0,0,0,0,253,36.5,0,35,5.1,92,13.3,0,.
"101911114",173,19.5,0,50,5.6,73,8.2,0,0,0,0,173,19.5,0,50,5.6,73,8.2,0,.
"101911117",129,26.2,0,14,2.8,50,10.2,0,0,0,0,129,26.1,0,14,2.8,52,10.5,0,.
"101911118",194,27.4,0,53,7.5,80,11.3,0,0,0,0,194,27.4,0,53,7.5,80,11.3,0,.
"101911120",151,22.5,0,37,5.5,61,9.1,0,0,0,0,153,22.7,0,37,5.5,62,9.2,0,.
"101911122",162,21.5,0,84,11.1,86,11.4,0,0,0,0,162,20.4,0,84,10.6,118,14.9,0,.
"101911123",37,5.1,0,70,9.7,93,12.9,0,0,0,0,37,5.1,0,70,9.7,94,13,0,.
"101911125",186,21.1,0,92,10.4,90,10.2,0,0,0,0,186,21.1,0,92,10.4,90,10.2,0,.
"101912001",491,30.3,1618,169,10.4,199,12.3,1461,90.3,1521,94,497,30.6,1624,169,10.4,199,12.3,1465,90.2
"101912002",381,11.1,3440,1184,34.4,244,7.1,238,6.9,1577,45.8,383,11.1,3450,1184,34.3,244,7.1,238,6.9
"101912003",325,22.1,1469,143,9.7,156,10.6,1191,81.1,1317,89.7,330,22.3,1480,143,9.7,156,10.5,1197,80.9
"101912004",275,24.5,1123,76,6.8,127,11.3,957,85.2,1035,92.2,276,24.5,1125,76,6.8,128,11.4,957,85.1
"101912006",53,14.8,357,39,10.9,24,6.7,342,95.8,346,96.9,53,14.8,359,39,10.9,24,6.7,344,95.8
"101912007",146,17.6,830,25,3,125,15.1,405,48.8,698,84.1,146,17.6,830,25,3,125,15.1,405,48.8
"101912008",152,5.5,2751,944,34.3,162,5.9,2026,73.6,2403,87.4,158,5.6,2807,948,33.8,166,5.9,2055,73.2
"101912009",1215,59.9,2029,52,2.6,169,8.3,1466,72.3,1798,88.6,1215,59.9,2029,52,2.6,169,8.3,1466,72.3
"101912010",407,22.9,1777,112,6.3,216,12.2,1480,83.3,1674,94.2,407,22.9,1778,112,6.3,216,12.1,1481,83.3
"101912011",426,20.7,2055,337,16.4,175,8.5,1830,89.1,1907,92.8,429,20.8,2060,337,16.4,175,8.5,1830,88.8
"101912012",172,7.5,2284,682,29.9,165,7.2,1709,74.8,2222,97.3,174,7.6,2291,682,29.8,165,7.2,1712,74.7
"101912013",31,22.5,96,0,0,7,5.1,7,7.3,7,5.1,31,22.5,96,0,0,7,5.1,7,7.3
"101912014",264,17.2,1532,69,4.5,237,15.5,1128,73.6,1349,88.1,265,17.2,1538,69,4.5,238,15.5,1133,73.7
"101912015",315,16.5,1908,347,18.2,201,10.5,1547,81.1,1676,87.8,320,16.7,1914,348,18.2,201,10.5,1550,81
"101912016",168,20.5,819,65,7.9,97,11.8,449,54.8,663,81,168,20.5,819,65,7.9,97,11.8,449,54.8
"101912017",697,29.2,2385,196,8.2,241,10.1,1810,75.9,2102,88.1,711,29.6,2402,196,8.2,242,10.1,1823,75.9
"101912018",146,18.7,781,23,2.9,147,18.8,698,89.4,736,94.2,146,18.7,781,23,2.9,147,18.8,698,89.4
"101912019",74,9.2,803,22,2.7,142,17.7,627,78.1,682,84.9,75,9.3,805,22,2.7,142,17.6,629,78.1
"101912020",32,4,808,20,2.5,161,19.9,690,85.4,750,92.8,33,4.1,814,20,2.5,162,19.9,692,85
"101912023",925,50.8,1821,76,4.2,165,9.1,662,36.4,1383,75.9,930,50.8,1829,76,4.2,165,9,664,36.3
"101912024",219,29.3,747,45,6,93,12.4,343,45.9,520,69.6,222,29.5,752,45,6,93,12.4,344,45.7
"101912025",1,0.1,794,794,100,10,1.3,87,11,243,30.6,1,0.1,794,794,100,10,1.3,87,11
"101912026",12,1.4,871,611,70.1,5,0.6,871,100,871,100,12,1.4,871,611,70.1,5,0.6,871,100
"101912027",580,20.9,2774,432,15.6,220,7.9,2206,79.5,2421,87.3,587,21.1,2784,432,15.5,220,7.9,2210,79.4
"101912034",17,3.6,466,107,23,9,1.9,378,81.1,465,99.8,17,3.6,467,107,22.9,9,1.9,379,81.2
"101912036",345,12.1,2852,720,25.2,169,5.9,2093,73.4,2377,83.3,346,12.1,2857,720,25.2,170,6,2094,73.3
"101912039",53,5.2,25,895,88.2,125,12.3,2,8,34,3.3,53,5.2,25,895,88.2,125,12.3,2,8
"101912041",61,14.4,0,10,2.4,61,14.4,0,0,63,14.8,61,14.4,0,10,2.4,61,14.4,0,.
"101912042",215,16.5,0,451,34.6,116,8.9,0,0,459,35.3,215,16.5,0,451,34.6,116,8.9,0,.
"101912043",642,41.7,0,524,34.1,136,8.8,0,0,108,7,642,41.7,0,524,34.1,136,8.8,0,.
"101912044",33,9,0,9,2.5,75,20.5,0,0,34,9.3,33,9,0,9,2.5,76,20.7,0,.
"101912045",347,49.5,0,126,18,83,11.8,0,0,41,5.8,347,49.5,0,126,18,83,11.8,0,.
"101912046",295,44.4,0,89,13.4,91,13.7,0,0,42,6.3,295,44.4,0,89,13.4,91,13.7,0,.
"101912047",393,54.3,0,60,8.3,98,13.5,0,0,109,15.1,394,54.3,0,60,8.3,100,13.8,0,.
"101912048",255,41,0,64,10.3,55,8.8,0,0,77,12.4,255,41,0,64,10.3,55,8.8,0,.
"101912049",252,20.8,0,575,47.5,80,6.6,0,0,166,13.7,252,20.8,0,575,47.5,80,6.6,0,.
"101912050",317,46.6,0,58,8.5,78,11.5,0,0,133,19.6,317,46.6,0,58,8.5,78,11.5,0,.
"101912051",461,36.6,0,198,15.7,99,7.9,0,0,174,13.8,461,36.6,0,198,15.7,99,7.9,0,.
"101912052",339,42.2,0,24,3,104,12.9,0,0,47,5.8,339,42.2,0,24,3,104,12.9,0,.
"101912053",183,17.7,0,356,34.5,90,8.7,0,0,114,11,183,17.7,0,356,34.5,90,8.7,0,.
"101912054",302,45.2,0,75,11.2,95,14.2,0,0,28,4.2,302,45.2,0,75,11.2,95,14.2,0,.
"101912055",274,18.6,0,463,31.4,111,7.5,0,0,218,14.8,274,18.6,0,463,31.4,111,7.5,0,.
"101912056",236,36.3,0,45,6.9,68,10.5,0,0,13,2,236,36.3,0,45,6.9,68,10.5,0,.
"101912057",88,6,0,998,68.3,65,4.4,0,0,0,0,88,6,0,998,68.3,65,4.4,0,.
"101912058",119,16.6,0,95,13.2,57,7.9,0,0,0,0,119,16.6,0,95,13.2,58,8.1,0,.
"101912059",500,52.6,212,102,10.7,74,7.8,181,85.4,210,22.1,500,52.6,212,102,10.7,74,7.8,181,85.4
"101912060",479,38,0,139,11,104,8.3,0,0,50,4,479,38,0,139,11,104,8.3,0,.
"101912061",252,33.6,0,83,11.1,83,11.1,0,0,0,0,252,33.6,0,83,11.1,83,11.1,0,.
"101912062",159,28.7,0,65,11.7,114,20.6,0,0,0,0,159,28.7,0,65,11.7,114,20.6,0,.
"101912064",207,11.6,0,581,32.5,136,7.6,0,0,101,5.7,207,11.6,0,581,32.5,136,7.6,0,.
"101912068",167,19.2,0,195,22.4,88,10.1,0,0,146,16.8,167,19.2,0,195,22.4,88,10.1,0,.
"101912069",3,8.1,2,3,8.1,31,83.8,0,0,0,0,4,1.7,66,5,2.1,203,85.3,2,3
"101912071",39,14.1,0,187,67.5,0,0,0,0,0,0,39,14.1,0,187,67.5,0,0,0,.
"101912072",533,50.8,0,108,10.3,73,7,0,0,0,0,533,50.8,0,108,10.3,73,7,0,.
"101912075",490,36.8,0,163,12.3,193,14.5,0,0,173,13,490,36.8,0,163,12.3,193,14.5,0,.
"101912077",90,16.2,0,26,4.7,83,14.9,0,0,0,0,90,16.2,0,26,4.7,83,14.9,0,.
"101912078",62,14.2,0,25,5.7,62,14.2,0,0,39,8.9,62,14.2,0,25,5.7,62,14.2,0,.
"101912079",149,23.3,0,27,4.2,115,18,0,0,0,0,149,23.3,0,27,4.2,115,18,0,.
"101912080",207,18.4,0,323,28.7,64,5.7,0,0,0,0,207,18.4,0,323,28.7,64,5.7,0,.
"101912081",230,18.4,660,312,25,64,5.1,95,14.4,395,31.6,230,18.4,660,312,25,64,5.1,95,14.4
"101912082",130,28.2,0,26,5.6,65,14.1,0,0,0,0,130,28.2,0,26,5.6,65,14.1,0,.
"101912097",0,0,79,0,0,79,100,9,11.4,9,11.4,0,0,79,0,0,79,100,9,11.4
"101912098",410,28.2,0,469,32.3,109,7.5,0,0,153,10.5,410,28.2,0,469,32.3,109,7.5,0,.
"101912099",199,17.4,0,314,27.4,82,7.2,0,0,90,7.9,199,17.4,0,314,27.4,82,7.2,0,.
"101912100",142,2.3,3527,50,0.8,361,5.7,25,0.7,1608,25.6,142,2.3,3531,50,0.8,361,5.7,25,0.7
"101912102",58,25.3,0,3,1.3,19,8.3,0,0,0,0,58,25.2,0,3,1.3,19,8.3,0,.
"101912104",373,44.1,0,49,5.8,53,6.3,0,0,0,0,373,44,0,49,5.8,54,6.4,0,.
"101912105",414,54.8,0,41,5.4,47,6.2,0,0,0,0,414,54.5,0,41,5.4,50,6.6,0,.
"101912106",16,2.8,0,17,3,44,7.7,0,0,0,0,16,2.8,0,17,3,44,7.7,0,.
"101912107",378,60.1,0,34,5.4,46,7.3,0,0,0,0,378,60,0,34,5.4,46,7.3,0,.
"101912108",176,26.1,0,21,3.1,50,7.4,0,0,0,0,176,26,0,21,3.1,51,7.5,0,.
"101912109",408,49.5,0,46,5.6,74,9,0,0,0,0,408,49.5,0,46,5.6,74,9,0,.
"101912110",36,8.5,0,6,1.4,45,10.7,0,0,0,0,36,8.5,0,6,1.4,45,10.6,0,.
"101912111",674,70,0,57,5.9,54,5.6,0,0,0,0,674,69.8,0,57,5.9,54,5.6,0,.
"101912112",423,54.9,0,45,5.8,73,9.5,0,0,0,0,423,54.8,0,45,5.8,74,9.6,0,.
"101912113",228,49,0,3,0.6,44,9.5,0,0,0,0,228,48.7,0,3,0.6,44,9.4,0,.
"101912114",465,78.4,0,22,3.7,45,7.6,0,0,0,0,465,78,0,22,3.7,48,8.1,0,.
"101912115",354,56.6,0,80,12.8,37,5.9,0,0,0,0,354,56.5,0,80,12.8,37,5.9,0,.
"101912116",215,24.2,0,112,12.6,45,5.1,0,0,0,0,215,23.8,0,112,12.4,50,5.5,0,.
"101912117",127,46.9,0,34,12.5,32,11.8,0,0,0,0,127,46.9,0,34,12.5,32,11.8,0,.
"101912119",576,65.7,0,62,7.1,38,4.3,0,0,0,0,576,65.7,0,62,7.1,38,4.3,0,.
"101912120",423,79.7,0,25,4.7,32,6,0,0,0,0,423,79.7,0,25,4.7,32,6,0,.
"101912121",67,15.4,0,20,4.6,35,8,0,0,0,0,67,15.4,0,20,4.6,35,8,0,.
"101912122",422,46.4,0,143,15.7,66,7.3,0,0,0,0,422,46.3,0,143,15.7,67,7.4,0,.
"101912123",11,2.7,0,10,2.5,53,13.2,0,0,0,0,11,2.7,0,10,2.5,53,13.2,0,.
"101912124",368,82.5,0,19,4.3,51,11.4,0,0,0,0,368,82.5,0,19,4.3,51,11.4,0,.
"101912125",41,11,0,20,5.4,32,8.6,0,0,0,0,41,11,0,20,5.4,32,8.6,0,.
"101912127",46,7,0,7,1.1,64,9.7,0,0,0,0,46,6.9,0,7,1.1,64,9.7,0,.
"101912128",420,42.9,0,123,12.6,82,8.4,0,0,0,0,420,42.9,0,123,12.6,82,8.4,0,.
"101912130",244,31.2,0,257,32.9,70,9,0,0,0,0,244,31.1,0,257,32.7,71,9,0,.
"101912131",236,54.1,0,4,0.9,34,7.8,0,0,0,0,236,53.8,0,4,0.9,36,8.2,0,.
"101912132",481,65.1,0,40,5.4,66,8.9,0,0,0,0,481,65.1,0,40,5.4,66,8.9,0,.
"101912133",374,43.1,0,87,10,37,4.3,0,0,0,0,374,43.1,0,87,10,37,4.3,0,.
"101912135",159,28.4,0,91,16.3,43,7.7,0,0,0,0,159,28.3,0,91,16.2,43,7.7,0,.
"101912136",486,69.7,0,44,6.3,72,10.3,0,0,0,0,486,69.2,0,44,6.3,75,10.7,0,.
"101912137",458,53.7,0,46,5.4,52,6.1,0,0,0,0,458,53.6,0,46,5.4,52,6.1,0,.
"101912138",278,48.7,0,111,19.4,45,7.9,0,0,0,0,278,48.7,0,111,19.4,45,7.9,0,.
"101912140",226,36.7,0,13,2.1,47,7.6,0,0,0,0,226,36.7,0,13,2.1,47,7.6,0,.
"101912144",324,57.1,0,29,5.1,52,9.2,0,0,0,0,324,57,0,29,5.1,52,9.2,0,.
"101912147",309,51.5,0,65,10.8,65,10.8,0,0,0,0,309,51.3,0,65,10.8,65,10.8,0,.
"101912148",538,69.2,0,30,3.9,44,5.7,0,0,0,0,538,69,0,30,3.8,45,5.8,0,.
"101912149",666,71.2,0,62,6.6,37,4,0,0,0,0,669,71,0,62,6.6,37,3.9,0,.
"101912151",349,48.6,0,72,10,63,8.8,0,0,0,0,349,48.5,0,72,10,63,8.8,0,.
"101912152",66,15.3,0,52,12,50,11.6,0,0,0,0,66,15.2,0,52,12,52,12,0,.
"101912153",141,45,0,10,3.2,30,9.6,0,0,0,0,141,44.9,0,10,3.2,31,9.9,0,.
"101912154",23,5,0,7,1.5,37,8.1,0,0,0,0,23,5,0,7,1.5,37,8.1,0,.
"101912155",255,63.6,0,24,6,48,12,0,0,0,0,255,63.4,0,24,6,48,11.9,0,.
"101912156",111,18.2,0,17,2.8,50,8.2,0,0,0,0,111,18.2,0,17,2.8,50,8.2,0,.
"101912157",186,21.9,0,218,25.7,78,9.2,0,0,0,0,186,21.9,0,218,25.7,78,9.2,0,.
"101912158",218,36.3,0,30,5,31,5.2,0,0,0,0,218,36.3,0,30,5,31,5.2,0,.
"101912159",383,63,0,32,5.3,57,9.4,0,0,0,0,383,62.8,0,32,5.2,59,9.7,0,.
"101912162",248,53.6,0,13,2.8,46,9.9,0,0,0,0,248,53.3,0,13,2.8,47,10.1,0,.
"101912163",487,63.1,0,40,5.2,66,8.5,0,0,0,0,487,63.1,0,40,5.2,66,8.5,0,.
"101912166",335,78.5,0,13,3,32,7.5,0,0,0,0,335,78.5,0,13,3,32,7.5,0,.
"101912167",411,66.3,0,9,1.5,43,6.9,0,0,0,0,411,66.2,0,9,1.4,43,6.9,0,.
"101912168",11,2.6,0,4,0.9,37,8.8,0,0,0,0,11,2.6,0,4,0.9,37,8.8,0,.
"101912169",30,4.6,0,225,34.6,33,5.1,0,0,0,0,30,4.6,0,225,34.4,35,5.3,0,.
"101912170",476,98.3,0,69,14.3,41,8.5,0,0,0,0,476,97.7,0,69,14.2,43,8.8,0,.
"101912171",488,65.8,0,84,11.3,35,4.7,0,0,0,0,488,65.8,0,84,11.3,35,4.7,0,.
"101912172",36,11.3,0,4,1.3,23,7.2,0,0,0,0,36,11.3,0,4,1.3,23,7.2,0,.
"101912173",250,30.9,0,292,36.1,53,6.6,0,0,0,0,250,30.8,0,292,36,53,6.5,0,.
"101912174",174,36.9,0,2,0.4,48,10.2,0,0,0,0,174,36.9,0,2,0.4,48,10.2,0,.
"101912175",435,56,0,26,3.3,53,6.8,0,0,0,0,435,55.8,0,26,3.3,54,6.9,0,.
"101912178",121,14.8,0,371,45.3,46,5.6,0,0,0,0,121,14.7,0,371,45.1,46,5.6,0,.
"101912179",52,11.2,0,29,6.3,42,9.1,0,0,0,0,52,11.2,0,29,6.3,42,9.1,0,.
"101912180",116,37.2,0,6,1.9,25,8,0,0,0,0,116,37.1,0,6,1.9,26,8.3,0,.
"101912181",327,62.4,0,40,7.6,48,9.2,0,0,0,0,327,62.4,0,40,7.6,48,9.2,0,.
"101912182",124,28.7,0,15,3.5,46,10.6,0,0,0,0,124,28.6,0,15,3.5,47,10.8,0,.
"101912185",37,7.8,0,8,1.7,46,9.6,0,0,0,0,37,7.8,0,8,1.7,46,9.6,0,.
"101912186",306,55.7,0,23,4.2,43,7.8,0,0,0,0,306,55.6,0,23,4.2,43,7.8,0,.
"101912187",202,41.1,0,16,3.3,45,9.1,0,0,0,0,202,41.1,0,16,3.3,45,9.1,0,.
"101912188",391,54.5,0,32,4.5,59,8.2,0,0,0,0,391,54.5,0,32,4.5,59,8.2,0,.
"101912189",72,10.5,0,209,30.6,54,7.9,0,0,0,0,72,10.5,0,209,30.4,57,8.3,0,.
"101912192",184,26.3,0,89,12.7,69,9.9,0,0,0,0,184,26.3,0,89,12.7,69,9.9,0,.
"101912194",522,65.3,0,86,10.8,71,8.9,0,0,0,0,522,65.3,0,86,10.8,71,8.9,0,.
"101912195",0,0,0,23,4,32,5.5,0,0,0,0,0,0,0,23,4,33,5.7,0,.
"101912196",106,14.5,0,84,11.5,53,7.3,0,0,0,0,106,14.5,0,84,11.5,54,7.4,0,.
"101912197",103,31.3,0,15,4.6,35,10.6,0,0,0,0,103,31.3,0,15,4.6,35,10.6,0,.
"101912198",231,64.9,0,40,11.2,32,9,0,0,0,0,231,64.3,0,40,11.1,33,9.2,0,.
"101912199",74,11.1,0,250,37.4,63,9.4,0,0,0,0,74,11,0,250,37.3,65,9.7,0,.
"101912201",68,13.1,0,65,12.5,19,3.7,0,0,0,0,68,13.1,0,65,12.5,19,3.7,0,.
"101912203",127,32.8,0,7,1.8,42,10.9,0,0,0,0,127,32.7,0,7,1.8,43,11.1,0,.
"101912204",175,55.6,0,35,11.1,31,9.8,0,0,0,0,175,54.7,0,35,10.9,33,10.3,0,.
"101912207",186,35.5,0,24,4.6,62,11.8,0,0,0,0,186,35.5,0,24,4.6,62,11.8,0,.
"101912209",485,71.1,0,30,4.4,35,5.1,0,0,0,0,485,70.9,0,30,4.4,37,5.4,0,.
"101912210",344,62.1,0,23,4.2,52,9.4,0,0,0,0,344,62.1,0,23,4.2,52,9.4,0,.
"101912211",30,3.4,0,462,52.3,51,5.8,0,0,0,0,30,3.4,0,462,51.9,56,6.3,0,.
"101912212",197,49.7,0,6,1.5,33,8.3,0,0,0,0,197,49.7,0,6,1.5,33,8.3,0,.
"101912213",97,29.5,0,15,4.6,48,14.6,0,0,0,0,97,29.5,0,15,4.6,48,14.6,0,.
"101912214",586,60.5,0,140,14.4,63,6.5,0,0,0,0,586,60.4,0,140,14.4,63,6.5,0,.
"101912215",198,21.8,0,218,24,79,8.7,0,0,0,0,198,21.7,0,218,23.9,80,8.8,0,.
"101912216",572,62.2,0,98,10.7,67,7.3,0,0,0,0,572,61.8,0,98,10.6,68,7.4,0,.
"101912217",156,30.4,0,42,8.2,63,12.3,0,0,0,0,156,30.4,0,42,8.2,63,12.3,0,.
"101912218",917,76.7,0,112,9.4,86,7.2,0,0,0,0,917,76.4,0,112,9.3,91,7.6,0,.
"101912219",852,69.9,0,106,8.7,73,6,0,0,0,0,852,69.3,0,106,8.6,76,6.2,0,.
"101912220",53,18.9,0,22,7.8,13,4.6,0,0,0,0,53,18.9,0,22,7.8,13,4.6,0,.
"101912221",198,23.7,0,193,23.1,54,6.5,0,0,0,0,198,23.5,0,193,22.9,56,6.6,0,.
"101912222",209,69.7,0,36,12,29,9.7,0,0,0,0,209,69.2,0,36,11.9,29,9.6,0,.
"101912223",330,83.8,0,24,6.1,27,6.9,0,0,0,0,330,83.5,0,24,6.1,28,7.1,0,.
"101912224",158,24.7,0,126,19.7,74,11.6,0,0,0,0,158,24.7,0,126,19.7,74,11.6,0,.
"101912225",5,1.1,0,10,2.1,42,9,0,0,0,0,5,1.1,0,10,2.1,42,9,0,.
"101912227",728,75.4,0,56,5.8,39,4,0,0,0,0,728,75,0,56,5.8,41,4.2,0,.
"101912228",48,7.6,0,424,67,31,4.9,0,0,0,0,48,7.5,0,424,66.7,33,5.2,0,.
"101912229",143,19.2,0,280,37.5,30,4,0,0,0,0,143,19.1,0,280,37.4,32,4.3,0,.
"101912231",302,50.1,0,106,17.6,31,5.1,0,0,0,0,302,50.1,0,106,17.6,31,5.1,0,.
"101912232",61,17.8,0,6,1.8,20,5.8,0,0,0,0,61,17.7,0,6,1.7,22,6.4,0,.
"101912233",217,53.7,0,6,1.5,37,9.2,0,0,0,0,217,53.7,0,6,1.5,37,9.2,0,.
"101912234",80,19.1,0,109,26.1,27,6.5,0,0,113,27,80,19.1,0,109,26.1,27,6.5,0,.
"101912237",518,81.6,0,34,5.4,33,5.2,0,0,0,0,518,81.6,0,34,5.4,33,5.2,0,.
"101912239",455,78.9,0,19,3.3,17,2.9,0,0,0,0,455,78.6,0,19,3.3,17,2.9,0,.
"101912240",282,47.2,0,22,3.7,49,8.2,0,0,0,0,282,47,0,22,3.7,50,8.3,0,.
"101912241",33,5.6,0,169,28.8,56,9.6,0,0,0,0,33,5.6,0,169,28.7,58,9.8,0,.
"101912242",547,60.2,0,38,4.2,66,7.3,0,0,0,0,547,59.8,0,38,4.2,69,7.5,0,.
"101912243",10,2.3,0,17,4,43,10,0,0,0,0,10,2.3,0,17,4,43,10,0,.
"101912244",261,46.2,0,52,9.2,65,11.5,0,0,0,0,261,46.2,0,52,9.2,65,11.5,0,.
"101912245",316,48.2,0,19,2.9,54,8.2,0,0,0,0,316,48,0,19,2.9,56,8.5,0,.
"101912247",7,1.7,0,5,1.2,33,8.1,0,0,0,0,7,1.7,0,5,1.2,33,8.1,0,.
"101912248",845,73.5,0,114,9.9,105,9.1,0,0,0,0,846,73.3,0,114,9.9,106,9.2,0,.
"101912249",17,2.4,0,377,52.9,48,6.7,0,0,0,0,17,2.4,0,377,52.8,49,6.9,0,.
"101912251",277,30.4,0,325,35.7,56,6.1,0,0,0,0,277,30.3,0,325,35.6,57,6.2,0,.
"101912252",385,73.8,0,15,2.9,79,15.1,0,0,0,0,385,73.6,0,15,2.9,79,15.1,0,.
"101912253",289,38.9,0,59,7.9,47,6.3,0,0,0,0,289,38.8,0,59,7.9,48,6.4,0,.
"101912254",19,4.8,0,4,1,20,5.1,0,0,0,0,19,4.8,0,4,1,20,5.1,0,.
"101912255",41,3.2,0,698,54.7,92,7.2,0,0,0,0,41,3.2,0,698,54.4,98,7.6,0,.
"101912256",505,84.2,0,138,23,19,3.2,0,0,0,0,505,84.2,0,138,23,19,3.2,0,.
"101912257",135,27,0,23,4.6,30,6,0,0,0,0,135,26.8,0,23,4.6,32,6.3,0,.
"101912258",232,46.6,0,13,2.6,51,10.2,0,0,0,0,232,46.5,0,13,2.6,51,10.2,0,.
"101912259",135,22.5,0,148,24.7,66,11,0,0,9,1.5,135,22.4,0,148,24.6,67,11.1,0,.
"101912260",288,39.4,0,161,22,42,5.7,0,0,0,0,288,39.3,0,161,22,42,5.7,0,.
"101912262",279,53.6,0,30,5.8,33,6.3,0,0,0,0,279,53.3,0,30,5.7,33,6.3,0,.
"101912263",221,33,0,28,4.2,50,7.5,0,0,0,0,221,33,0,28,4.2,50,7.5,0,.
"101912264",168,38,0,14,3.2,46,10.4,0,0,0,0,168,37.9,0,14,3.2,46,10.4,0,.
"101912265",174,42.5,0,38,9.3,29,7.1,0,0,0,0,174,42.3,0,38,9.2,30,7.3,0,.
"101912267",570,75.3,0,46,6.1,37,4.9,0,0,0,0,570,75.2,0,46,6.1,38,5,0,.
"101912268",370,64.2,0,26,4.5,31,5.4,0,0,0,0,370,64.2,0,26,4.5,31,5.4,0,.
"101912269",201,46,0,35,8,42,9.6,0,0,0,0,201,46,0,35,8,42,9.6,0,.
"101912271",283,37.5,0,20,2.6,43,5.7,0,0,0,0,283,37.4,0,20,2.6,44,5.8,0,.
"101912273",269,43.1,0,47,7.5,57,9.1,0,0,0,0,269,42.6,0,47,7.4,62,9.8,0,.
"101912274",280,30,0,203,21.8,59,6.3,0,0,0,0,280,29.9,0,203,21.6,61,6.5,0,.
