CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,DISTNAME,DISTRICT
"057905382","INNOVATION DESIGN ENTREPRENEURSHIP"," ","N","N","N","N","N","N","N","N","DALLAS ISD","057905"
"057905383","CITYLAB H S"," ","N","N","N","N","N","N","N","N","DALLAS ISD","057905"
"057905384","SUDIE L WILLIAMS TALENTED AND GIFT"," ","N","N","N","N","N","N","Y","N","DALLAS ISD","057905"
"057905385","MONTESSORI ACADEMY AT ONESIMO HERN"," ","N","N","N","N","N","N","Y","N","DALLAS ISD","057905"
"057905386","SOLAR PREP FOR BOYS AT JOHN F KENN"," ","N","N","N","N","N","N","Y","N","DALLAS ISD","057905"
"057905389","JOHN LESLIE PATTON JR ACADEMIC CEN","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","DALLAS ISD","057905"
"057906001","DESOTO H S & ISTEAM3D"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906003","WINGS (WHERE I NOW GAIN SUCCESS)","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","DESOTO ISD","057906"
"057906007","DALLAS COUNTY JJAEP DESOTO CAMPUS"," ","N","N","N","N","N","Y","N","N","DESOTO ISD","057906"
"057906008","DESOTO ALTERNATIVE EDUCATION CENTE"," ","N","N","N","Y","N","N","N","N","DESOTO ISD","057906"
"057906041","DESOTO EAST MIDDLE (ISTEAM)"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906042","DESOTO WEST MIDDLE (ISTEAM)"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906043","CURTISTENE S MCCOWAN MIDDLE (ISTEA"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906102","RUBY YOUNG EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906103","NORTHSIDE EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906106","THE MEADOWS EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906107","COCKRELL HILL EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906108","FRANK D MOATES EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906109","WOODRIDGE EL"," ","N","N","N","N","N","N","N","N","DESOTO ISD","057906"
"057906110","AMBER TERRACE DISCOVERY & DESIGN E"," ","N","N","N","N","Y","N","N","N","DESOTO ISD","057906"
"057906111","LITTLE EAGLES EARLY LEARNING CENTE"," ","N","N","N","N","Y","N","N","N","DESOTO ISD","057906"
"057906112","KATHERINE JOHNSON TECHNOLOGY MAGNE"," ","N","N","N","N","N","N","Y","N","DESOTO ISD","057906"
"057907001","DUNCANVILLE H S"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907004","MARY E SMITHEY PACE H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907005","SUMMIT LEARNING CENTER"," ","N","N","N","Y","N","N","N","N","DUNCANVILLE ISD","057907"
"057907007","P A S S LEARNING CTR"," ","N","N","N","N","N","Y","N","N","DUNCANVILLE ISD","057907"
"057907041","J HERMAN REED MIDDLE"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907042","WILLIAM H BYRD MIDDLE"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907043","G W KENNEMER MIDDLE"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907101","CENTRAL EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907102","FAIRMEADOWS EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907103","MERRIFIELD EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907104","WILLIAM LEE HASTINGS EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907105","S GUS ALEXANDER JR EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907106","CLINT Q SMITH EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907107","CHARLES ACTON EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907108","H BOB DANIEL SR INT"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907109","GLENN C HARDIN INT"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907110","GRACE R BRANDENBURG INT"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907111","CJ & ANNE HYMAN EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057907112","JAMES R BILHARTZ JR EL"," ","N","N","N","N","N","N","N","N","DUNCANVILLE ISD","057907"
"057909002","GARLAND H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909003","S GARLAND H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909004","N GARLAND H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909005","LAKEVIEW CENTENNIAL H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909007","P A S S LEARNING CTR"," ","N","N","N","N","N","Y","N","N","GARLAND ISD","057909"
"057909008","NAAMAN FOREST H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909009","ROWLETT H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909010","SACHSE H S"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909041","AUSTIN ACAD FOR EXCELL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909042","BUSSEY MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909043","SAM HOUSTON MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909045","JACKSON TECHNOLOGY CENTER"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909046","O'BANION MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909047","CLASSICAL CENTER AT BRANDENBURG MI"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909048","SELLERS MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909049","WEBB MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909050","COYLE MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909051","LYLES MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909052","B G HUDSON MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909053","GARLAND AEC"," ","N","N","N","Y","N","N","N","N","GARLAND ISD","057909"
"057909054","VERNON SCHRADE MIDDLE"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909101","BEAVER TECHNOLOGY CENTER"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909102","BULLOCK EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909103","CALDWELL EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909105","CENTERVILLE EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909107","COOPER EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909108","DAUGHERTY EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909109","FREEMAN EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909110","HANDLEY EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909111","KIMBERLIN ACAD FOR EXCEL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909112","PARK CREST EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909113","SOUTHGATE EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909115","WATSON TECHNOLOGY CENTER"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909116","WEAVER EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909117","WILLIAMS EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909119","BRADFIELD EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909120","SHOREHAVEN EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909121","MONTCLAIR EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909122","WALNUT GLEN ACAD FOR EXCEL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909123","GOLDEN MEADOWS EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909124","HEATHER GLEN EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909125","HILLSIDE ACAD FOR EXCEL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909126","DAVIS EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909127","ROACH EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909128","ETHRIDGE EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909129","CLASSICAL CENTER AT VIAL EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909132","CLUB HILL EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909133","HICKMAN EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909134","NORTHLAKE EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909136","TOLER EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909137","ROWLETT EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909138","SPRING CREEK EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909139","LUNA EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909140","BACK EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909141","SHUGART EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909142","HERFURTH EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909143","ABBETT EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909144","KEELEY EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909145","ROBERT B SEWELL EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909146","KATHERINE STEPHENS EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909147","VERNAL LISTER EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909148","NORMA DORSEY EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909154","STEADHAM EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909155","JOHN W ARMSTRONG EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909156","NITA PEARSON EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909157","GLEN COUCH EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909158","LIBERTY GROVE EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909159","GEORGE WASHINGTON CARVER EL"," ","N","N","N","N","N","N","N","N","GARLAND ISD","057909"
"057909180","CISNEROS PRE-K CTR"," ","N","N","N","N","Y","N","N","N","GARLAND ISD","057909"
"057909181","PARSONS PRE-K CTR"," ","N","N","N","N","Y","N","N","N","GARLAND ISD","057909"
"057910001","GRAND PRAIRIE FINE ARTS ACADEMY"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910002","GRAND PRAIRIE H S"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910003","SOUTH GRAND PRAIRIE H S"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910004","LYNDON B JOHNSON DAEP"," ","N","N","N","Y","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910007","P A S S LEARNING CTR"," ","N","N","N","N","N","Y","N","N","GRAND PRAIRIE ISD","057910"
"057910009","CROSSWINDS ACCELERATED H S","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910010","JOHN A DUBISKI CAREER H S"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910011","GRAND PRAIRIE COLLEGIATE INSTITUTE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910041","DIGITAL ARTS & TECHNOLOGY ACADEMY"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910045","ANDREW JACKSON MIDDLE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910047","HARRY S TRUMAN MIDDLE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910050","RONALD W REAGAN MIDDLE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910051","JAMES FANNIN MIDDLE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910052","YMLA AT JOHN F KENNEDY MIDDLE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910053","YWLA AT BILL ARNOLD"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910101","STEPHEN F AUSTIN ENVIRONMENTAL SCI"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910102","JAMES BOWIE FINE ARTS ACADEMY"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910104","DAVID DANIELS EL ACADEMY OF SCIENC"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910106","FLORENCE HILL EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910109","ELLEN OCHOA STEM ACADEMY AT BEN MI"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910113","DWIGHT D EISENHOWER EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910118","SAM RAYBURN EL STEAM ACADEMY"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910119","LORENZO DE ZAVALA ENVIRONMENTAL SC"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910120","SUZANNA DICKINSON EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910121","GARNER FINE ARTS ACADEMY"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910122","GLOBAL LEADERSHIP ACADEMY AT BARBA"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910123","COLIN POWELL EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910124","HECTOR P GARCIA EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910125","SALLYE R MOORE EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910126","ERVIN C WHITT EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910128","JUAN N SEGUIN EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910129","THURGOOD MARSHALL LEADERSHIP ACADE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910130","MIKE MOSELEY EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910131","HOBBS WILLIAMS EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910132","ROBERT E LEE EL"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910134","BONHAM EES"," ","N","N","N","N","Y","N","N","N","GRAND PRAIRIE ISD","057910"
"057910135","SCHOOL FOR THE HIGHLY GIFTED"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910136","UPLIFT LEE"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910137","WILLIAM B TRAVIS WORLD LANGUAGE AC"," ","N","N","N","N","N","N","N","N","GRAND PRAIRIE ISD","057910"
"057910138","CROCKETT EARLY EDUCATION SCHOOL"," ","N","N","N","N","Y","N","N","N","GRAND PRAIRIE ISD","057910"
"057911001","HIGHLAND PARK H S"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911041","HIGHLAND PARK MIDDLE"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911101","ARMSTRONG EL"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911102","BRADFIELD EL"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911103","HYER EL"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911104","UNIVERSITY PARK ELEMENTARY"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057911105","MCCULLOCH INTERMEDIATE SCHOOL"," ","N","N","N","N","N","N","N","N","HIGHLAND PARK ISD","057911"
"057912002","IRVING H S"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912003","MACARTHUR H S"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912004","NIMITZ H S"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912005","BARBARA CARDWELL CAREER PREPARATOR","AEC OF CHOICE","Y","Y","N","N","N","N","N","N","IRVING ISD","057912"
"057912006","JACK E SINGLEY ACADEMY"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912007","DALLAS CO SCHOOL FOR ACCELERATED L"," ","N","N","N","N","N","Y","N","N","IRVING ISD","057912"
"057912041","BOWIE MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912042","CROCKETT MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912043","TRAVIS MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912044","LAMAR MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912045","AUSTIN MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912046","HOUSTON MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912048","LORENZO DE ZAVALA MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912050","LADY BIRD JOHNSON MIDDLE"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912101","BARTON EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912102","BROWN EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912103","BRITAIN EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912105","GOOD EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912106","HALEY J EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912107","HALEY T EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912108","JOHNSTON EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912109","KEYES EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912111","LEE EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912112","LIVELY EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912113","FARINE EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912114","SCHULZE EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912116","BRANDENBURG EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912118","ELLIOTT EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912119","HANES EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912120","TOWNLEY EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912121","DAVIS EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912122","GILBERT F M EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912123","JACKIE MAE TOWNSELL EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912124","JOHN W AND MARGIE STIPES EL"," ","N","N","N","N","N","N","N","N","IRVING ISD","057912"
"057912161","CLIFTON EARLY CHILDHOOD"," ","N","N","N","N","Y","N","N","N","IRVING ISD","057912"
"057912162","PIERCE EARLY CHILDHOOD"," ","N","N","N","N","Y","N","N","N","IRVING ISD","057912"
"057912163","KINKEADE EARLY CHILDHOOD"," ","N","N","N","N","Y","N","N","N","IRVING ISD","057912"
"057913001","LANCASTER H S"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913041","LANCASTER MIDDLE"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913042","G W CARVER 6TH GRADE STEM LEARNING"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913101","PLEASANT RUN EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913102","HOUSTON EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913103","WEST MAIN EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913106","ROSA PARKS/MILLBROOK EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913107","ROLLING HILLS EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913109","BELT LINE EL"," ","N","N","N","N","N","N","N","N","LANCASTER ISD","057913"
"057913111","L ISD J J A E P"," ","N","N","N","N","N","Y","N","N","LANCASTER ISD","057913"
"057914001","MESQUITE H S"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914002","NORTH MESQUITE H S"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914003","WEST MESQUITE H S"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914004","POTEET H S"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914005","HORN H S"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914007","PASS LEARNING CTR"," ","N","N","N","N","N","Y","N","N","MESQUITE ISD","057914"
"057914041","AGNEW MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914042","VANSTON MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914043","WILKINSON MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914044","MCDONALD MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914045","NEW MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914046","KIMBROUGH MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914047","BERRY MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914048","TERRY MIDDLE"," ","N","N","N","N","N","N","N","N","MESQUITE ISD","057914"
"057914049","LANNY FRASIER MIDDLE"," ","N","N","N","N","N","N","Y","N","MESQUITE ISD","057914"
