CAMPUS,CAMPNAME,CFLALTED,CFLCHART,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"034905002","LINDEN-KILDARE H S","N","N","LINDEN-KILDARE CISD","034905","09 - 12","S"
"034905041","MAE LUSTER STEPHENS J H","N","N","LINDEN-KILDARE CISD","034905","06 - 08","M"
"034905102","LINDEN EL","N","N","LINDEN-KILDARE CISD","034905","PK - 05","E"
"034906001","MCLEOD H S","N","N","MCLEOD ISD","034906","09 - 12","S"
"034906041","MCLEOD MIDDLE","N","N","MCLEOD ISD","034906","06 - 08","M"
"034906101","MCLEOD EL","N","N","MCLEOD ISD","034906","PK - 05","E"
"034907001","QUEEN CITY H S","N","N","QUEEN CITY ISD","034907","09 - 12","S"
"034907041","MORRIS UPCHURCH MIDDLE","N","N","QUEEN CITY ISD","034907","05 - 08","M"
"034907101","J K HILEMAN EL","N","N","QUEEN CITY ISD","034907","EE - 04","E"
"034909001","BLOOMBURG SCHOOL","N","N","BLOOMBURG ISD","034909","PK - 12","B"
"035901001","DIMMITT H S","N","N","DIMMITT ISD","035901","09 - 12","S"
"035901041","DIMMITT MIDDLE","N","N","DIMMITT ISD","035901","06 - 08","M"
"035901102","RICHARDSON EL","N","N","DIMMITT ISD","035901","PK - 05","E"
"035902001","HART ISD","N","N","HART ISD","035902","PK - 12","B"
"035903001","NAZARETH SCHOOL","N","N","NAZARETH ISD","035903","PK - 12","B"
"036901001","ANAHUAC H S","N","N","ANAHUAC ISD","036901","09 - 12","S"
"036901006","DISCIPLINARY ALTERNATIVE EDUCATION","N","N","ANAHUAC ISD","036901","06 - 11","B"
"036901041","ANAHUAC MIDDLE","N","N","ANAHUAC ISD","036901","06 - 08","M"
"036901101","ANAHUAC EL","N","N","ANAHUAC ISD","036901","EE - 05","E"
"036902001","BARBERS HILL H S","N","N","BARBERS HILL ISD","036902","09 - 12","S"
"036902005","ALTERNATIVE SCHOOL","N","N","BARBERS HILL ISD","036902","07 - 12","S"
"036902006","HIGHPOINT","N","N","BARBERS HILL ISD","036902","08 - 08","M"
"036902042","BARBERS HILL MIDDLE NORTH","N","N","BARBERS HILL ISD","036902","06 - 08","M"
"036902043","BARBERS HILL MIDDLE SOUTH","N","N","BARBERS HILL ISD","036902","06 - 08","M"
"036902104","BARBERS HILL EL NORTH","N","N","BARBERS HILL ISD","036902","02 - 05","E"
"036902105","BARBERS HILL EL SOUTH","N","N","BARBERS HILL ISD","036902","02 - 05","E"
"036902302","EARLY CHILDHOOD CENTER","N","N","BARBERS HILL ISD","036902","EE - 01","E"
"036903001","EAST CHAMBERS H S","N","N","EAST CHAMBERS ISD","036903","09 - 12","S"
"036903041","EAST CHAMBERS J H","N","N","EAST CHAMBERS ISD","036903","06 - 08","M"
"036903101","EAST CHAMBERS EL","N","N","EAST CHAMBERS ISD","036903","03 - 05","E"
"036903103","EAST CHAMBERS PRI","N","N","EAST CHAMBERS ISD","036903","EE - 02","E"
"037901001","ALTO H S","N","N","ALTO ISD","037901","09 - 12","S"
"037901041","ALTO MIDDLE","N","N","ALTO ISD","037901","05 - 08","M"
"037901101","ALTO EL","N","N","ALTO ISD","037901","PK - 04","E"
"037904002","JACKSONVILLE H S","N","N","JACKSONVILLE ISD","037904","09 - 12","S"
"037904004","COMPASS CENTER","N","N","JACKSONVILLE ISD","037904","08 - 12","S"
"037904042","JACKSONVILLE MIDDLE","N","N","JACKSONVILLE ISD","037904","07 - 08","M"
"037904043","NICHOLS INT","N","N","JACKSONVILLE ISD","037904","05 - 06","M"
"037904102","EAST SIDE EL","N","N","JACKSONVILLE ISD","037904","EE - 04","E"
"037904103","FRED DOUGLASS","N","N","JACKSONVILLE ISD","037904","EE - 04","E"
"037904104","WEST SIDE EL","N","N","JACKSONVILLE ISD","037904","PK - 04","E"
"037904105","JOE WRIGHT EL","N","N","JACKSONVILLE ISD","037904","EE - 04","E"
"037907002","RUSK H S","N","N","RUSK ISD","037907","09 - 12","S"
"037907041","RUSK J H","N","N","RUSK ISD","037907","06 - 08","M"
"037907100","RUSK INT","N","N","RUSK ISD","037907","04 - 05","E"
"037907102","RUSK EL","N","N","RUSK ISD","037907","02 - 03","E"
"037907103","GW BRADFORD PRI","N","N","RUSK ISD","037907","EE - 01","E"
"037908001","NEW SUMMERFIELD SCHOOL","N","N","NEW SUMMERFIELD ISD","037908","PK - 12","B"
"037909001","WELLS H S","N","N","WELLS ISD","037909","07 - 12","S"
"037909101","WELLS EL","N","N","WELLS ISD","037909","PK - 06","E"
"038901001","CHILDRESS H S","N","N","CHILDRESS ISD","038901","09 - 12","S"
"038901041","CHILDRESS J H","N","N","CHILDRESS ISD","038901","06 - 08","M"
"038901102","CHILDRESS EL","N","N","CHILDRESS ISD","038901","EE - 05","E"
"039902001","HENRIETTA H S","N","N","HENRIETTA ISD","039902","09 - 12","S"
"039902041","HENRIETTA MIDDLE","N","N","HENRIETTA ISD","039902","06 - 08","M"
"039902101","HENRIETTA EL","N","N","HENRIETTA ISD","039902","EE - 05","E"
"039903001","PETROLIA JUNIOR HIGH/HIGH SCHOOL","N","N","PETROLIA CISD","039903","07 - 12","S"
"039903101","PETROLIA EL","N","N","PETROLIA CISD","039903","EE - 06","E"
"039904001","BELLEVUE SCHOOL","N","N","BELLEVUE ISD","039904","PK - 12","B"
"039905001","MIDWAY SCHOOL","N","N","MIDWAY ISD","039905","EE - 12","B"
"040901001","MORTON SCHOOL","N","N","MORTON ISD","040901","PK - 12","B"
"040901002","P E P","Y","N","MORTON ISD","040901","09 - 10","S"
"040902001","WHITEFACE SCHOOL","N","N","WHITEFACE CISD","040902","PK - 12","B"
"041901001","BRONTE ISD","N","N","BRONTE ISD","041901","EE - 12","B"
"041902001","ROBERT LEE SCHOOL","N","N","ROBERT LEE ISD","041902","PK - 12","B"
"041902002","FAIRVIEW ACCELERATED","Y","N","ROBERT LEE ISD","041902","10 - 12","S"
"041902005","FAIRVIEW DAEP","N","N","ROBERT LEE ISD","041902","07 - 12","S"
"041902102","VERIBEST SPECIAL PROGRAMS","N","N","ROBERT LEE ISD","041902","EE - EE","E"
"041902180","WALL SP PROG","Y","N","ROBERT LEE ISD","041902","05 - 08","M"
"041902195","FAIRVIEW SPECIAL PROGRAMS","N","N","ROBERT LEE ISD","041902","11 - 11","S"
"042901001","COLEMAN H S","N","N","COLEMAN ISD","042901","09 - 12","S"
"042901041","COLEMAN J H","N","N","COLEMAN ISD","042901","05 - 08","M"
"042901102","COLEMAN EL","N","N","COLEMAN ISD","042901","PK - 04","E"
"042903001","SANTA ANNA SECONDARY","N","N","SANTA ANNA ISD","042903","07 - 12","S"
"042903101","SANTA ANNA EL","N","N","SANTA ANNA ISD","042903","PK - 06","E"
"042905001","PANTHER CREEK SCHOOL","N","N","PANTHER CREEK CISD","042905","EE - 12","B"
"043801001","IMAGINE INTERNATIONAL ACADEMY OF N","N","Y","IMAGINE INTERNATIONAL ACADEMY OF N","043801","KG - 12","B"
"043802101","LONE STAR LANGUAGE ACADEMY","N","Y","LONE STAR LANGUAGE ACADEMY","043802","KG - 05","E"
"043901001","ALLEN H S","N","N","ALLEN ISD","043901","09 - 12","S"
"043901002","LOWERY FRESHMAN CENTER","N","N","ALLEN ISD","043901","09 - 09","S"
"043901003","COLLIN CO J J A E P","N","N","ALLEN ISD","043901","10 - 11","S"
"043901042","W E PETE FORD MIDDLE","N","N","ALLEN ISD","043901","07 - 08","M"
"043901043","WALTER & LOIS CURTIS MIDDLE","N","N","ALLEN ISD","043901","07 - 08","M"
"043901044","ERECKSON MIDDLE","N","N","ALLEN ISD","043901","07 - 08","M"
"043901101","D L ROUNTREE EL","N","N","ALLEN ISD","043901","EE - 06","E"
"043901102","ALTON BOYD EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901104","GENE M REED EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901105","ALVIS C STORY EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901106","MAX O VAUGHAN EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901107","FLOSSIE FLOYD GREEN EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901108","FRANCES E NORTON EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901109","GEORGE J ANDERSON EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901110","BOLIN EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901111","KERR EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901112","JAMES AND MARGIE MARION EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901113","DR E T BOON EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901114","CARLENA CHANDLER EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901115","MARY EVANS EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901116","DAVID AND LYNDA OLSON EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901117","BEVERLY CHEATHAM EL","N","N","ALLEN ISD","043901","EE - 06","E"
"043901118","LOIS LINDSEY EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043901119","JENNY PRESTON EL","N","N","ALLEN ISD","043901","KG - 06","E"
"043902001","ANNA H S","N","N","ANNA ISD","043902","09 - 12","S"
"043902005","ANNA ISD DAEP","N","N","ANNA ISD","043902","07 - 12","S"
"043902041","ANNA MIDDLE","N","N","ANNA ISD","043902","06 - 08","M"
"043902101","JOE K BRYANT EL","N","N","ANNA ISD","043902","KG - 05","E"
"043902103","SUE EVELYN RATTAN EL","N","N","ANNA ISD","043902","KG - 05","E"
"043902105","JUDITH L HARLOW EL","N","N","ANNA ISD","043902","PK - 05","E"
"043902106","ANNA EDUCATION CENTER","N","N","ANNA ISD","043902","EE - PK","E"
"043903001","CELINA H S","N","N","CELINA ISD","043903","09 - 12","S"
"043903002","COLLIN CO J J A E P","N","N","CELINA ISD","043903","12 - 12","S"
"043903041","CELINA J H","N","N","CELINA ISD","043903","06 - 08","M"
"043903101","CELINA EL","N","N","CELINA ISD","043903","01 - 05","E"
"043903103","CELINA PRI","N","N","CELINA ISD","043903","EE - KG","E"
"043903104","O'DELL EL","N","N","CELINA ISD","043903","01 - 05","E"
"043904001","FARMERSVILLE H S","N","N","FARMERSVILLE ISD","043904","09 - 12","S"
"043904041","FARMERSVILLE J H","N","N","FARMERSVILLE ISD","043904","06 - 08","M"
"043904101","TATUM EL","N","N","FARMERSVILLE ISD","043904","EE - 01","E"
"043904102","FARMERSVILLE INT","N","N","FARMERSVILLE ISD","043904","02 - 05","E"
"043905001","FRISCO H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905002","CENTENNIAL H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905003","COLLIN CO J J A E P","N","N","FRISCO ISD","043905","09 - 12","S"
"043905005","WAKELAND H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905006","LIBERTY H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905007","HERITAGE H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905008","LONE STAR H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905009","INDEPENDENCE H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905010","REEDY H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905011","LEBANON TRAIL H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905012","MEMORIAL H S","N","N","FRISCO ISD","043905","09 - 12","S"
"043905041","STALEY MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905043","CLARK MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905044","PIONEER HERITAGE MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905045","WESTER MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905046","GRIFFIN MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905047","ROACH MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905048","FOWLER MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905049","STAFFORD MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905050","SCOGGINS MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905051","HUNT MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905052","MAUS MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905053","COBB MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905054","VANDEVENTER MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905055","TRENT MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905056","PEARSON MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905057","NELSON MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905058","LAWLER MIDDLE","N","N","FRISCO ISD","043905","06 - 08","M"
"043905102","ROGERS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905103","CURTSINGER EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905104","SMITH EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905105","ANDERSON EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905106","CHRISTIE EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905107","FISHER EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905108","BRIGHT ACAD","N","N","FRISCO ISD","043905","KG - 05","E"
"043905109","BORCHARDT EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905110","SHAWNEE TRAIL EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905111","SPEARS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905112","SPARKS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905113","GUNSTREAM EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905114","RIDDLE EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905115","BOALS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905116","ISBELL EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905117","PINK EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905118","BLEDSOE EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905119","ASHLEY EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905120","OGLE EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905121","CORBELL EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905122","SEM EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905123","TAYLOR EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905124","MOONEYHAM EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905125","ROBERTSON EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905126","ELLIOTT EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905127","CARROLL EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905128","TADLOCK EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905129","ALLEN EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905130","SONNTAG EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905131","PUREFOY EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905132","COMSTOCK EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905133","PHILLIPS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905134","NICHOLS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905135","EARLY CHILDHOOD SCHOOL","N","N","FRISCO ISD","043905","EE - PK","E"
"043905136","NEWMAN EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905137","SCOTT EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905138","MCSPEDDEN EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905139","HOSP EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905140","NORRIS EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905141","MILLER EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905142","VAUGHN EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905143","TALLEY EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043905144","LISCANO EL","N","N","FRISCO ISD","043905","KG - 05","E"
"043907002","MCKINNEY H S","N","N","MCKINNEY ISD","043907","09 - 12","S"
"043907004","MCKINNEY NORTH H S","N","N","MCKINNEY ISD","043907","09 - 12","S"
"043907005","SERENITY HIGH","Y","N","MCKINNEY ISD","043907","09 - 10","S"
"043907006","COUNTY RESIDENTIAL CENTER","Y","N","MCKINNEY ISD","043907","05 - 12","B"
"043907007","MCKINNEY BOYD H S","N","N","MCKINNEY ISD","043907","09 - 12","S"
"043907041","FAUBION MIDDLE","N","N","MCKINNEY ISD","043907","06 - 08","M"
"043907043","DOWELL MIDDLE","N","N","MCKINNEY ISD","043907","06 - 08","M"
"043907044","SCOTT MORGAN JOHNSON MIDDLE","N","N","MCKINNEY ISD","043907","06 - 08","M"
"043907045","LEONARD EVANS JR MIDDLE","N","N","MCKINNEY ISD","043907","06 - 08","M"
"043907046","DR JACK COCKRILL MIDDLE","N","N","MCKINNEY ISD","043907","06 - 08","M"
"043907102","FINCH EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907104","WEBB EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907105","BURKS EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907107","CALDWELL EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907108","VALLEY CREEK EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907109","GLEN OAKS EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907111","SLAUGHTER EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907112","REUBEN JOHNSON EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907113","C T EDDINS EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907115","ROY LEE WALKER EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907116","EARL & LOTTIE WOLFORD EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907117","ARTHUR H MCNEIL EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907118","ALBERT & IOLA LEE DAVIS MALVERN EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907119","JOSE DE JESUS AND MARIA LUISA VEGA","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907120","DEAN AND MILDRED BENNETT EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907121","GARY AND BOBBYE JACK MINSHEW EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907122","J B WILMETH EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907123","JESSE MCGOWEN EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907124","NAOMI PRESS EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907125","HERMAN LAWSON EARLY CHILDHOOD SCHO","N","N","MCKINNEY ISD","043907","EE - PK","E"
"043907126","LIZZIE NELL CUNDIFF MCCLURE EL","N","N","MCKINNEY ISD","043907","KG - 05","E"
"043907197","J J A E P","N","N","MCKINNEY ISD","043907","07 - 12","S"
"043908001","MELISSA H S","N","N","MELISSA ISD","043908","09 - 12","S"
"043908101","MELISSA MIDDLE","N","N","MELISSA ISD","043908","06 - 08","M"
"043908102","HARRY MCKILLOP EL","N","N","MELISSA ISD","043908","01 - 05","E"
"043908105","NORTH CREEK EL","N","N","MELISSA ISD","043908","01 - 05","E"
"043908106","MELISSA RIDGE EDUCATION CENTER","N","N","MELISSA ISD","043908","EE - KG","E"
"043910001","PLANO SR H S","N","N","PLANO ISD","043910","11 - 12","S"
"043910003","WILLIAMS H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910004","VINES H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910005","CLARK H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910006","PLANO EAST SR H S","N","N","PLANO ISD","043910","09 - 12","S"
"043910007","SHEPTON H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910008","PLANO ISD ACADEMY H S","N","N","PLANO ISD","043910","09 - 12","S"
"043910009","JASPER H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910010","PLANO WEST SENIOR H S","N","N","PLANO ISD","043910","11 - 12","S"
"043910011","C A MCMILLEN H S","N","N","PLANO ISD","043910","09 - 10","S"
"043910025","PLANO JJAEP","N","N","PLANO ISD","043910","09 - 12","S"
"043910042","BOWMAN MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910043","WILSON MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910044","HAGGARD MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910045","ARMSTRONG MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910046","CARPENTER MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910047","SCHIMELPFENIG MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910048","HENDRICK MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910049","RENNER MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910050","ROBINSON MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910052","FRANKFORD MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910053","C M RICE MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910054","MURPHY MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910056","OTTO MIDDLE","N","N","PLANO ISD","043910","06 - 08","M"
"043910101","JACKSON EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910102","MEADOWS EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910103","MENDENHALL EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910104","SIGLER EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910105","MEMORIAL EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910106","ALDRIDGE EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910108","SHEPARD EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910109","FORMAN EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910111","DAVIS EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910112","CHRISTIE EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910113","WEATHERFORD EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910114","HUGHSTON EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910115","SAIGLING EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910116","WELLS EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910117","THOMAS EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910118","HARRINGTON EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910119","DOOLEY EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910120","HUFFMAN EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910121","CARLISLE EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910122","MATHEWS EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910123","BRINKER EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910124","DAFFRON EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910125","HEDGCOXE EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910126","MITCHELL EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910127","RASOR EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910128","BETHANY EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910129","GULLEDGE EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910130","ROSE HAGGAR EL","N","N","PLANO ISD","043910","PK - 05","E"
"043910131","MILLER EL","N","N","PLANO ISD","043910","KG - 05","E"
"043910132","BARKSDALE EL","N","N","PLANO ISD","043910","KG - 05","E"
