CAMPUS,CPETSAUC,CPETSAUP,CPETSBHC,CPETSBHP,CPETSIMC,CPETSINC,CPETSINP,CPETSNOC,CPETSNOP,CPETSPHC,CPETSPHP
"120901001",-1,-1,-3,-3,34,23,67.6,0,0,0,0
"120901004",0,0,0,0,5,5,100,0,0,0,0
"120901042",-1,-1,-3,-3,23,16,69.6,0,0,0,0
"120901104",-1,-1,-3,-3,98,34,34.7,10,10.2,44,44.9
"120902001",0,0,-1,-1,26,21,80.8,0,0,-1,-1
"120902041",-1,-1,-1,-1,12,7,58.3,0,0,0,0
"120902101",-1,-1,-1,-1,27,16,59.3,-1,-1,7,25.9
"120905001",-1,-1,-3,-3,31,21,67.7,0,0,0,0
"120905041",-1,-1,-3,-3,38,31,81.6,0,0,0,0
"120905101",0,0,-1,-1,18,-1,-1,0,0,12,66.7
"120905102",0,0,-1,-1,34,11,32.4,-1,-1,20,58.8
"121902001",-1,-1,6,25,24,14,58.3,0,0,-1,-1
"121902101",0,0,-1,-1,19,-3,-3,0,0,9,47.4
"121903001",-1,-1,-1,-1,48,38,79.2,0,0,-1,-1
"121903041",6,19.4,-3,-3,31,17,54.8,0,0,-1,-1
"121903101",-3,-3,10,11.4,88,27,30.7,-1,-1,42,47.7
"121904001",-3,-3,21,19.8,106,78,73.6,0,0,-1,-1
"121904043",-1,-1,11,15.3,72,53,73.6,0,0,-1,-1
"121904103",-1,-1,11,28.9,38,20,52.6,0,0,-1,-1
"121904105",-3,-3,19,27.5,69,22,31.9,-1,-1,18,26.1
"121905001",0,0,7,25,28,21,75,0,0,0,0
"121905041",-1,-1,-3,-3,15,7,46.7,0,0,0,0
"121905103",6,8.1,19,25.7,74,26,35.1,6,8.1,17,23
"121906001",-1,-1,-1,-1,14,10,71.4,0,0,0,0
"121906003",0,0,0,0,0,0,0,0,0,0,0
"121906041",-1,-1,-1,-1,13,11,84.6,0,0,0,0
"121906101",-1,-1,-1,-1,21,12,57.1,0,0,6,28.6
"122901001",0,0,-1,-1,27,18,66.7,0,0,-3,-3
"122902001",0,0,-1,-1,-1,-1,-1,0,0,-1,-1
"123803001",0,0,0,0,-1,-1,-1,0,0,0,0
"123803041",0,0,0,0,-1,-1,-1,0,0,-1,-1
"123803101",0,0,0,0,5,-1,-1,0,0,-1,-1
"123803103",0,0,0,0,6,6,100,0,0,0,0
"123805001",-1,-1,-3,-3,28,8,28.6,0,0,12,42.9
"123807001",0,0,-1,-1,39,34,87.2,0,0,-1,-1
"123807101",-1,-1,-1,-1,22,7,31.8,0,0,12,54.5
"123807102",0,0,0,0,-1,0,0,0,0,-1,-1
"123905001",20,11.4,50,28.6,175,94,53.7,0,0,11,6.3
"123905041",10,12.2,25,30.5,82,38,46.3,0,0,9,11
"123905042",19,19.8,25,26,96,39,40.6,0,0,13,13.5
"123905101",-3,-3,16,22.2,72,10,13.9,-1,-1,37,51.4
"123905102",8,14.5,-3,-3,55,13,23.6,-1,-1,27,49.1
"123905103",-1,-1,11,21.6,51,-3,-3,0,0,26,51
"123905104",9,21.4,-1,-1,42,-1,-1,0,0,27,64.3
"123907007",0,0,0,0,0,0,0,0,0,0,0
"123907009",13,9.6,26,19.1,136,89,65.4,0,0,8,5.9
"123907041",7,9.1,8,10.4,77,56,72.7,0,0,6,7.8
"123907043",5,10,11,22,50,29,58,0,0,5,10
"123907102",-1,-1,-3,-3,35,18,51.4,0,0,9,25.7
"123907103",10,14.9,13,19.4,67,20,29.9,0,0,24,35.8
"123907105",-1,-1,-1,-1,35,5,14.3,0,0,25,71.4
"123907108",-3,-3,-1,-1,60,11,18.3,0,0,36,60
"123907109",-1,-1,12,20.3,59,-3,-3,0,0,34,57.6
"123907111",-1,-1,-3,-3,51,0,0,0,0,32,62.7
"123907113",-1,-1,-3,-3,37,18,48.6,0,0,11,29.7
"123907116",-1,-1,-3,-3,48,18,37.5,0,0,17,35.4
"123907117",-1,-1,-1,-1,24,-1,-1,0,0,17,70.8
"123908001",18,15.7,35,30.4,115,56,48.7,0,0,6,5.2
"123908002",0,0,0,0,-1,-1,-1,0,0,0,0
"123908003",0,0,0,0,0,0,0,0,0,0,0
"123908041",7,11.7,17,28.3,60,30,50,0,0,6,10
"123908042",8,16.7,10,20.8,48,23,47.9,0,0,7,14.6
"123908101",12,20.7,11,19,58,16,27.6,0,0,19,32.8
"123908102",-1,-1,-3,-3,33,10,30.3,0,0,14,42.4
"123908103",10,21.7,-1,-1,46,-1,-1,0,0,31,67.4
"123908104",-1,-1,-1,-1,51,-1,-1,0,0,42,82.4
"123908105",7,19.4,-1,-1,36,-1,-1,-1,-1,19,52.8
"123908107",-1,-1,-1,-1,30,9,30,-1,-1,14,46.7
"123908111",-1,-1,-1,-1,16,0,0,0,0,14,87.5
"123910006",0,0,-3,-3,7,-1,-1,0,0,0,0
"123910008",45,22.6,41,20.6,199,103,51.8,0,0,10,5
"123910011",0,0,0,0,-1,-1,-1,0,0,0,0
"123910012",0,0,-1,-1,-1,-1,-1,0,0,0,0
"123910013",0,0,0,0,-1,-1,-1,0,0,0,0
"123910014",28,13.9,39,19.3,202,128,63.4,0,0,7,3.5
"123910042",8,11.4,18,25.7,70,39,55.7,0,0,5,7.1
"123910043",11,18,14,23,61,30,49.2,0,0,6,9.8
"123910045",-1,-1,14,24.6,57,26,45.6,0,0,-3,-3
"123910046",13,16.9,27,35.1,77,31,40.3,0,0,6,7.8
"123910047",-1,-1,6,17.6,34,22,64.7,0,0,-1,-1
"123910048",-3,-3,9,20.9,43,27,62.8,0,0,-1,-1
"123910101",8,15.7,9,17.6,51,-3,-3,-1,-1,24,47.1
"123910104",-1,-1,-1,-1,32,14,43.8,0,0,14,43.8
"123910105",16,26.7,7,11.7,60,14,23.3,7,11.7,16,26.7
"123910110",6,60,0,0,10,-1,-1,0,0,-1,-1
"123910112",12,30.8,-1,-1,39,-3,-3,0,0,15,38.5
"123910118",10,19.2,7,13.5,52,13,25,0,0,22,42.3
"123910123",9,17.3,8,15.4,52,14,26.9,5,9.6,16,30.8
"123910125",24,24,11,11,100,19,19,7,7,39,39
"123910126",14,27.5,-1,-1,51,17,33.3,-1,-1,14,27.5
"123910127",6,13.3,11,24.4,45,15,33.3,0,0,13,28.9
"123910128",-1,-1,16,41,39,-3,-3,0,0,13,33.3
"123910129",8,16.3,8,16.3,49,18,36.7,0,0,15,30.6
"123910130",6,16.7,6,16.7,36,15,41.7,0,0,9,25
"123910131",-1,-1,5,14.3,35,11,31.4,-1,-1,12,34.3
"123910132",-1,-1,-1,-1,42,0,0,7,16.7,32,76.2
"123910133",-3,-3,-1,-1,16,0,0,7,43.8,0,0
"123910134",0,0,0,0,-1,-1,-1,0,0,0,0
"123913001",0,0,-1,-1,10,6,60,0,0,-1,-1
"123914001",12,28.6,7,16.7,42,23,54.8,0,0,0,0
"123914041",-1,-1,-1,-1,24,17,70.8,0,0,0,0
"123914101",-3,-3,8,10,80,17,21.3,-1,-1,45,56.3
"123914102",-1,-1,-3,-3,38,18,47.4,0,0,13,34.2
"124901001",-1,-1,-3,-3,29,15,51.7,0,0,0,0
"124901041",-3,-3,8,27.6,29,10,34.5,0,0,-1,-1
"124901101",-1,-1,15,34.1,44,9,20.5,-1,-1,15,34.1
"125901001",12,11.2,16,15,107,73,68.2,0,0,6,5.6
"125901041",6,14,10,23.3,43,21,48.8,0,0,6,14
"125901042",8,20,12,30,40,12,30,0,0,8,20
"125901043",7,8.9,18,22.8,79,41,51.9,0,0,13,16.5
"125901101",0,0,-1,-1,21,9,42.9,0,0,-3,-3
"125901104",18,30.5,-1,-1,59,-3,-3,0,0,19,32.2
"125901105",15,36.6,6,14.6,41,-3,-3,-1,-1,14,34.1
"125901106",0,0,-1,-1,19,13,68.4,0,0,-1,-1
"125901107",8,21.1,6,15.8,38,9,23.7,0,0,15,39.5
"125902001",-1,-1,6,27.3,22,11,50,0,0,-1,-1
"125902101",0,0,-1,-1,17,-3,-3,0,0,8,47.1
"125903001",-3,-3,17,29.3,58,35,60.3,0,0,-1,-1
"125903041",-1,-1,-1,-1,34,23,67.6,0,0,-1,-1
"125903101",-1,-1,6,19.4,31,0,0,-1,-1,18,58.1
"125903102",5,15.2,12,36.4,33,9,27.3,0,0,7,21.2
"125903103",-1,-1,10,27.8,36,17,47.2,0,0,-3,-3
"125905001",-1,-1,8,22.9,35,22,62.9,0,0,-1,-1
"125905101",6,16.7,-3,-3,36,-1,-1,0,0,22,61.1
"125906101",0,0,0,0,8,-1,-1,0,0,-3,-3
"126801001",-1,-1,-1,-1,16,12,75,0,0,0,0
"126901001",-3,-3,15,22.7,66,39,59.1,0,0,-1,-1
"126901041",-1,-1,10,35.7,28,8,28.6,0,0,-3,-3
"126901101",0,0,-1,-1,16,-1,-1,0,0,11,68.8
"126901102",7,20,-1,-1,35,-1,-1,-1,-1,19,54.3
"126901103",9,29,6,19.4,31,6,19.4,0,0,10,32.3
"126901104",9,14.3,13,20.6,63,29,46,0,0,12,19
"126902001",21,14.3,36,24.5,147,85,57.8,0,0,5,3.4
"126902003",0,0,-1,-1,5,-1,-1,0,0,0,0
"126902004",0,0,0,0,0,0,0,0,0,0,0
"126902006",-3,-3,37,31.6,117,63,53.8,0,0,-1,-1
"126902007",0,0,0,0,-1,0,0,0,0,-1,-1
"126902041",12,12.8,24,25.5,94,49,52.1,0,0,9,9.6
"126902042",11,10.2,38,35.2,108,45,41.7,0,0,14,13
"126902043",-1,-1,15,41.7,36,-3,-3,0,0,10,27.8
"126902101",-1,-1,5,9.3,54,10,18.5,-1,-1,34,63
"126902102",13,21,-3,-3,62,14,22.6,-1,-1,23,37.1
"126902103",6,11.8,15,29.4,51,8,15.7,0,0,22,43.1
"126902104",-3,-3,18,33.3,54,7,13,-1,-1,19,35.2
"126902105",-1,-1,8,15.1,53,-3,-3,0,0,35,66
"126902107",-3,-3,13,22.8,57,10,17.5,-1,-1,28,49.1
"126902108",8,15.7,8,15.7,51,14,27.5,0,0,21,41.2
"126902109",-3,-3,10,18.2,55,25,45.5,-1,-1,14,25.5
"126902110",-3,-3,7,11.9,59,15,25.4,-1,-1,28,47.5
"126902111",-3,-3,18,27.3,66,14,21.2,-1,-1,26,39.4
"126903001",-3,-3,27,17.5,154,105,68.2,0,0,-1,-1
"126903002",0,0,0,0,0,0,0,0,0,0,0
"126903004",0,0,0,0,0,0,0,0,0,0,0
"126903041",9,9.5,16,16.8,95,49,51.6,0,0,21,22.1
"126903101",-1,-1,-3,-3,37,8,21.6,0,0,20,54.1
"126903102",6,12,9,18,50,12,24,0,0,23,46
"126903103",9,19.6,-1,-1,46,-3,-3,0,0,24,52.2
"126903104",-1,-1,10,17.2,58,11,19,-1,-1,30,51.7
"126903107",-1,-1,30,35.3,85,38,44.7,0,0,-3,-3
"126903108",-1,-1,7,15.2,46,-3,-3,0,0,33,71.7
"126903109",-1,-1,10,26.3,38,-3,-3,0,0,17,44.7
"126903111",-1,-1,12,48,25,-3,-3,0,0,7,28
"126904001",-1,-1,7,23.3,30,17,56.7,0,0,-1,-1
"126904041",-1,-1,6,23.1,26,16,61.5,0,0,-1,-1
"126904102",7,14,-3,-3,50,11,22,-1,-1,21,42
"126905001",-1,-1,11,14.7,75,54,72,0,0,-3,-3
"126905002",0,0,0,0,-1,-1,-1,0,0,0,0
"126905003",-1,-1,-1,-1,26,18,69.2,0,0,0,0
"126905041",5,7.2,17,24.6,69,42,60.9,0,0,5,7.2
"126905042",0,0,0,0,0,0,0,0,0,0,0
"126905043",-3,-3,19,44.2,43,16,37.2,0,0,-1,-1
"126905101",7,15.9,9,20.5,44,11,25,0,0,17,38.6
"126905103",-1,-1,10,17.2,58,12,20.7,-1,-1,33,56.9
"126905104",5,12.2,7,17.1,41,7,17.1,0,0,22,53.7
"126905105",7,18.9,6,16.2,37,6,16.2,0,0,18,48.6
"126905106",-1,-1,7,11.9,59,-3,-3,0,0,44,74.6
"126906001",-1,-1,-1,-1,25,20,80,0,0,-1,-1
"126906002",0,0,0,0,0,0,0,0,0,0,0
"126906041",-1,-1,-1,-1,21,10,47.6,0,0,-1,-1
"126906101",-1,-1,10,24.4,41,9,22,-1,-1,17,41.5
"126907001",-1,-1,6,20.7,29,21,72.4,0,0,-1,-1
"126907041",-1,-1,-1,-1,17,8,47.1,0,0,-1,-1
"126907101",0,0,5,20.8,24,10,41.7,0,0,9,37.5
"126908001",-3,-3,8,16.3,49,34,69.4,0,0,-1,-1
"126908041",-1,-1,8,15.7,51,37,72.5,0,0,-1,-1
"126908101",5,9.3,8,14.8,54,31,57.4,0,0,10,18.5
"126908102",-1,-1,-1,-1,31,-1,-1,-1,-1,22,71
"126911001",10,17.2,13,22.4,58,35,60.3,0,0,0,0
"126911004",0,0,0,0,-1,-1,-1,0,0,0,0
"126911041",-3,-3,9,20,45,26,57.8,0,0,-1,-1
"126911042",6,6.3,26,27.1,96,45,46.9,0,0,19,19.8
"126911101",-1,-1,-1,-1,36,-1,-1,-1,-1,30,83.3
"127901001",-1,-1,-1,-1,35,30,85.7,0,0,0,0
"127901041",0,0,-1,-1,20,17,85,0,0,-1,-1
"127901101",-1,-1,-1,-1,37,15,40.5,0,0,17,45.9
"127903001",0,0,-1,-1,20,-3,-3,0,0,0,0
"127903102",0,0,-1,-1,34,19,55.9,0,0,-3,-3
"127904001",-1,-1,-1,-1,20,16,80,0,0,-1,-1
"127904041",0,0,-1,-1,18,-3,-3,0,0,0,0
"127904101",0,0,8,25,32,14,43.8,0,0,10,31.3
"127905001",-1,-1,-1,-1,9,7,77.8,0,0,0,0
"127905101",-1,-1,-1,-1,12,5,41.7,0,0,-1,-1
"127906001",0,0,-1,-1,23,17,73.9,0,0,-1,-1
"127906041",0,0,-1,-1,15,-3,-3,0,0,0,0
"127906101",-1,-1,5,19.2,26,14,53.8,0,0,-3,-3
"128901001",7,19.4,-1,-1,36,24,66.7,0,0,-1,-1
"128901004",0,0,0,0,-1,-1,-1,0,0,0,0
"128901041",-1,-1,-1,-1,33,25,75.8,0,0,5,15.2
"128901105",8,19.5,0,0,41,15,36.6,0,0,18,43.9
"128901107",5,15.6,-1,-1,32,-1,-1,-1,-1,22,68.8
"128902001",-1,-1,6,18.8,32,22,68.8,0,0,-1,-1
"128902004",0,0,0,0,0,0,0,0,0,0,0
"128902041",-1,-1,-1,-1,19,14,73.7,0,0,0,0
"128902104",6,13,-1,-1,46,12,26.1,-1,-1,22,47.8
"128903001",-1,-1,-1,-1,17,14,82.4,0,0,-1,-1
"128903003",0,0,0,0,0,0,0,0,0,0,0
"128903101",-1,-1,-1,-1,17,8,47.1,0,0,7,41.2
"128904001",-1,-1,-1,-1,14,10,71.4,0,0,-1,-1
"128904101",-1,-1,-3,-3,22,7,31.8,0,0,9,40.9
"129901001",-3,-3,36,29,124,73,58.9,0,0,-1,-1
"129901002",0,0,-1,-1,6,-3,-3,0,0,0,0
"129901041",-3,-3,17,28.3,60,36,60,0,0,-1,-1
"129901101",12,18.8,-3,-3,64,16,25,-1,-1,25,39.1
"129901102",6,11.3,10,18.9,53,18,34,0,0,19,35.8
"129901103",7,12.7,8,14.5,55,19,34.5,0,0,21,38.2
"129901105",-3,-3,15,18.3,82,24,29.3,-1,-1,30,36.6
"129902001",20,18.7,41,38.3,107,40,37.4,0,0,6,5.6
"129902003",-3,-3,58,31.4,185,96,51.9,0,0,-1,-1
"129902041",13,18.6,17,24.3,70,33,47.1,0,0,7,10
"129902042",10,8.7,37,32.2,115,52,45.2,0,0,16,13.9
"129902101",25,37.9,-1,-1,66,-3,-3,0,0,27,40.9
"129902102",-3,-3,13,19.7,66,11,16.7,-1,-1,29,43.9
"129902103",-1,-1,16,26.7,60,19,31.7,-1,-1,22,36.7
"129902104",9,16.1,6,10.7,56,19,33.9,0,0,22,39.3
"129902105",13,15.5,12,14.3,84,15,17.9,10,11.9,34,40.5
"129902106",-3,-3,16,17.4,92,19,20.7,-1,-1,41,44.6
"129902107",7,12.1,15,25.9,58,12,20.7,0,0,24,41.4
"129902108",6,11.3,6,11.3,53,9,17,0,0,32,60.4
"129902109",-1,-1,-3,-3,39,9,23.1,0,0,21,53.8
"129903001",9,9.6,23,24.5,94,56,59.6,0,0,6,6.4
"129903003",0,0,-1,-1,-1,0,0,0,0,0,0
"129903041",6,7.6,27,34.2,79,29,36.7,0,0,17,21.5
"129903105",-1,-1,-1,-1,58,-1,-1,-1,-1,45,77.6
"129903110",5,10.9,9,19.6,46,6,13,0,0,26,56.5
"129903112",-1,-1,-3,-3,52,14,26.9,0,0,27,51.9
"129903114",5,11.1,6,13.3,45,5,11.1,0,0,29,64.4
"129904001",-1,-1,23,39,59,28,47.5,0,0,-1,-1
"129904003",0,0,-1,-1,-1,-1,-1,0,0,0,0
"129904041",-1,-1,25,47.2,53,21,39.6,0,0,-1,-1
"129904101",7,14.3,9,18.4,49,-1,-1,-1,-1,28,57.1
"129904102",6,9.4,22,34.4,64,24,37.5,0,0,12,18.8
"129905001",13,10.7,36,29.8,121,67,55.4,0,0,5,4.1
"129905041",-3,-3,24,30.4,79,45,57,0,0,-1,-1
"129905103",-3,-3,14,19.7,71,19,26.8,-1,-1,24,33.8
"129905104",-1,-1,-1,-1,29,8,27.6,0,0,14,48.3
"129905105",-1,-1,-3,-3,33,10,30.3,0,0,14,42.4
"129905106",8,9.5,14,16.7,84,57,67.9,0,0,5,6
"129906002",-3,-3,23,20.2,114,69,60.5,0,0,-1,-1
"129906004",0,0,0,0,0,0,0,0,0,0,0
"129906041",12,12.5,18,18.8,96,57,59.4,0,0,9,9.4
"129906103",-1,-1,-3,-3,27,0,0,0,0,18,66.7
"129906104",-1,-1,8,66.7,12,-1,-1,0,0,0,0
"129906107",25,34.2,-3,-3,73,13,17.8,-1,-1,26,35.6
"129906108",-1,-1,20,29.4,68,27,39.7,0,0,-3,-3
"129906109",0,0,21,38.9,54,14,25.9,0,0,19,35.2
"129910001",-3,-3,9,28.1,32,17,53.1,0,0,-1,-1
"129910041",-3,-3,14,27.5,51,28,54.9,0,0,-1,-1
"129910101",-1,-1,8,29.6,27,-1,-1,-1,-1,11,40.7
"130801001",0,0,21,77.8,27,-1,-1,0,0,-1,-1
"130801002",-1,-1,18,81.8,22,-1,-1,0,0,0,0
"130801003",0,0,0,0,0,0,0,0,0,0,0
"130901001",8,8.8,23,25.3,91,54,59.3,0,0,6,6.6
"130901002",-3,-3,32,28.1,114,51,44.7,0,0,-1,-1
"130901041",10,9.5,33,31.4,105,57,54.3,0,0,5,4.8
"130901042",17,16.5,43,41.7,103,34,33,0,0,9,8.7
"130901101",-3,-3,17,17.7,96,25,26,-1,-1,41,42.7
"130901102",13,20.6,14,22.2,63,-3,-3,-1,-1,22,34.9
"130901103",11,17.2,21,32.8,64,-3,-3,-1,-1,22,34.4
"130901104",-3,-3,24,27,89,15,16.9,-1,-1,39,43.8
"130901105",-3,-3,23,24,96,20,20.8,-1,-1,39,40.6
"130901106",16,18.6,18,20.9,86,10,11.6,0,0,42,48.8
"130902001",-1,-1,-3,-3,45,35,77.8,0,0,0,0
"130902041",-1,-1,7,18.4,38,26,68.4,0,0,-1,-1
"130902101",-1,-1,-3,-3,60,29,48.3,0,0,15,25
"131001103",0,0,0,0,13,6,46.2,0,0,7,53.8
"132902001",0,0,-1,-1,20,-3,-3,0,0,10,50
"133901001",-1,-1,-3,-3,22,10,45.5,0,0,0,0
"133901041",-1,-1,-1,-1,13,7,53.8,0,0,0,0
"133901101",-1,-1,5,16.7,30,14,46.7,-1,-1,5,16.7
"133902101",-1,-1,-1,-1,18,8,44.4,0,0,6,33.3
"133903001",-3,-3,42,30,140,84,60,0,0,-1,-1
"133903041",-3,-3,15,24.6,61,37,60.7,0,0,-1,-1
"133903101",9,19.6,-3,-3,46,12,26.1,-1,-1,18,39.1
"133903102",0,0,5,15.2,33,12,36.4,0,0,16,48.5
"133903103",9,16.1,-3,-3,56,14,25,-1,-1,25,44.6
"133903104",-1,-1,9,23.7,38,23,60.5,0,0,-1,-1
"133903105",0,0,-1,-1,6,-3,-3,0,0,0,0
"133903107",5,17.2,-1,-1,29,-1,-1,-1,-1,12,41.4
"133903109",-3,-3,12,24,50,9,18,-1,-1,20,40
"133904001",0,0,-1,-1,22,-3,-3,0,0,0,0
"133904042",-1,-1,7,24.1,29,18,62.1,0,0,-1,-1
"133904101",-1,-1,8,13.6,59,24,40.7,-1,-1,22,37.3
"133905101",0,0,0,0,5,0,0,0,0,5,100
"134901001",-1,-1,9,30,30,16,53.3,0,0,-1,-1
"134901041",0,0,-1,-1,18,13,72.2,0,0,-1,-1
"134901101",-1,-1,-1,-1,30,8,26.7,-1,-1,15,50
"135001001",0,0,0,0,-1,-1,-1,0,0,-1,-1
"136901001",-1,-1,-1,-1,25,18,72,0,0,0,0
"136901041",0,0,7,46.7,15,-3,-3,0,0,-1,-1
"136901101",-3,-3,-1,-1,27,9,33.3,0,0,9,33.3
"137901001",-3,-3,17,12.6,135,103,76.3,0,0,-1,-1
"137901041",13,18.1,11,15.3,72,42,58.3,0,0,6,8.3
"137901042",-3,-3,16,25.8,62,36,58.1,0,0,-1,-1
"137901105",-3,-3,-1,-1,42,17,40.5,0,0,17,40.5
"137901106",-1,-1,5,21.7,23,7,30.4,-1,-1,6,26.1
"137901109",9,20,-1,-1,45,15,33.3,-1,-1,18,40
"137901110",-3,-3,7,17.9,39,8,20.5,-1,-1,17,43.6
"137902041",5,26.3,-1,-1,19,8,42.1,0,0,-1,-1
"137902101",6,19.4,-1,-1,31,-1,-1,0,0,20,64.5
"137903001",-1,-1,-1,-1,23,19,82.6,0,0,-1,-1
"137903101",-1,-1,-1,-1,11,-1,-1,0,0,-1,-1
"137904001",0,0,0,0,-1,-1,-1,0,0,-1,-1
"137904101",-1,-1,-1,-1,19,5,26.3,0,0,11,57.9
"138902001",0,0,-1,-1,7,-1,-1,0,0,0,0
"138902041",-1,-1,-1,-1,8,-1,-1,0,0,-1,-1
"138902101",0,0,-1,-1,23,-1,-1,-1,-1,13,56.5
"138903001",-1,-1,6,33.3,18,9,50,0,0,-1,-1
"138903101",-1,-1,13,33.3,39,-1,-1,-1,-1,18,46.2
"138904001",0,0,-1,-1,12,-1,-1,0,0,7,58.3
"139905001",-1,-1,-1,-1,27,24,88.9,0,0,0,0
"139905041",0,0,-1,-1,20,17,85,0,0,-1,-1
"139905101",-1,-1,7,15.2,46,-3,-3,0,0,31,67.4
"139908001",0,0,-1,-1,28,-3,-3,0,0,15,53.6
"139909002",-3,-3,24,20.9,115,76,66.1,0,0,-1,-1
"139909008",0,0,-1,-1,-1,-1,-1,0,0,0,0
"139909042",-3,-3,18,22.8,79,49,62,0,0,-1,-1
"139909105",0,0,-1,-1,16,0,0,-3,-3,10,62.5
"139909108",-1,-1,-3,-3,54,11,20.4,0,0,36,66.7
"139909109",13,10,9,6.9,130,35,26.9,0,0,73,56.2
"139909111",0,0,0,0,11,0,0,0,0,11,100
"139909112",6,8.2,14,19.2,73,42,57.5,0,0,11,15.1
"139911002",7,7.3,20,20.8,96,64,66.7,0,0,5,5.2
"139911042",9,10.8,15,18.1,83,52,62.7,0,0,7,8.4
"139911101",-1,-1,-1,-1,47,0,0,0,0,40,85.1
"139911102",0,0,5,16.1,31,8,25.8,0,0,18,58.1
"139911103",6,13.6,7,15.9,44,11,25,0,0,20,45.5
"139911104",-3,-3,-1,-1,41,25,61,0,0,8,19.5
"139912001",-1,-1,-1,-1,25,16,64,0,0,-1,-1
"139912041",-1,-1,-1,-1,18,10,55.6,0,0,-1,-1
"139912101",6,18.8,-1,-1,32,-3,-3,0,0,16,50
"139912102",5,20.8,-1,-1,24,-1,-1,0,0,16,66.7
"140901001",-1,-1,0,0,16,11,68.8,0,0,-1,-1
"140904001",-1,-1,8,22.9,35,22,62.9,0,0,-1,-1
"140904041",-1,-1,-1,-1,28,19,67.9,0,0,-1,-1
"140904102",5,12.2,6,14.6,41,18,43.9,0,0,12,29.3
"140904103",-1,-1,7,17.5,40,6,15,-1,-1,22,55
"140905002",0,0,-1,-1,24,-3,-3,0,0,0,0
"140905041",-1,-1,-1,-1,13,10,76.9,0,0,0,0
"140905102",-1,-1,-1,-1,13,-1,-1,-1,-1,5,38.5
"140907001",0,0,-1,-1,20,17,85,0,0,-1,-1
"140907101",-1,-1,6,19.4,31,15,48.4,-1,-1,7,22.6
"140908001",-1,-1,-1,-1,15,12,80,0,0,-1,-1
"140908002",0,0,0,0,0,0,0,0,0,0,0
"140908101",0,0,-1,-1,31,19,61.3,-1,-1,9,29
"141901001",12,11.1,30,27.8,108,66,61.1,0,0,0,0
"141901041",11,9.9,24,21.6,111,68,61.3,0,0,8,7.2
"141901102",-1,-1,17,27,63,18,28.6,13,20.6,-3,-3
"141901103",21,21.9,-3,-3,96,37,38.5,-1,-1,26,27.1
"141901105",-1,-1,-3,-3,53,27,50.9,0,0,15,28.3
"141902001",-1,-1,7,16.3,43,20,46.5,-1,-1,12,27.9
"142901001",-1,-1,-3,-3,51,44,86.3,0,0,0,0
"142901041",-1,-1,7,12.7,55,43,78.2,0,0,-1,-1
"142901102",-3,-3,12,20.3,59,21,35.6,-1,-1,15,25.4
"142901104",-1,-1,-1,-1,16,9,56.3,-1,-1,-1,-1
"143901001",-1,-1,-3,-3,33,20,60.6,0,0,0,0
"143901002",0,0,-1,-1,-1,0,0,0,0,0,0
"143901041",-1,-1,10,28.6,35,21,60,0,0,-1,-1
"143901101",-1,-1,8,21.6,37,10,27,-3,-3,10,27
"143902001",-1,-1,-3,-3,21,12,57.1,0,0,0,0
"143902101",-1,-1,-1,-1,20,7,35,0,0,8,40
"143903001",-1,-1,-3,-3,40,26,65,0,0,0,0
"143903101",-1,-1,7,17.5,40,12,30,-1,-1,18,45
"143904101",0,0,-1,-1,6,-1,-1,0,0,-1,-1
"143905101",0,0,-1,-1,6,-3,-3,0,0,0,0
"143906101",0,0,0,0,-1,-1,-1,0,0,-1,-1
"144901001",-1,-1,6,8.2,73,63,86.3,0,0,-1,-1
"144901041",-1,-1,10,24.4,41,27,65.9,0,0,-1,-1
"144901101",-3,-3,7,12.1,58,11,19,-1,-1,31,53.4
"144901103",-1,-1,-1,-1,31,19,61.3,0,0,5,16.1
"144902001",-1,-1,5,16.1,31,21,67.7,0,0,-1,-1
"144902041",-1,-1,6,25,24,13,54.2,0,0,-1,-1
"144902101",0,0,-1,-1,41,12,29.3,-1,-1,23,56.1
"144903001",-1,-1,-1,-1,25,18,72,0,0,5,20
"145901002",-1,-1,-1,-1,26,22,84.6,0,0,0,0
"145901041",-1,-1,-1,-1,36,32,88.9,0,0,-1,-1
"145901102",0,0,-1,-1,13,-1,-1,-1,-1,7,53.8
"145902001",-1,-1,-1,-1,26,22,84.6,0,0,0,0
"145902101",-3,-3,-1,-1,32,14,43.8,0,0,9,28.1
"145906001",-1,-1,-1,-1,16,9,56.3,0,0,0,0
"145906041",-1,-1,-1,-1,15,10,66.7,0,0,0,0
"145906101",-1,-1,-1,-1,26,12,46.2,0,0,9,34.6
"145907002",0,0,-1,-1,7,-3,-3,0,0,0,0
"145907102",0,0,-1,-1,10,6,60,0,0,-1,-1
"145911002",-1,-1,-1,-1,18,15,83.3,0,0,0,0
"145911041",-1,-1,-1,-1,24,22,91.7,0,0,0,0
"145911102",-1,-1,-1,-1,19,9,47.4,0,0,6,31.6
"146901001",-3,-3,28,24.3,115,73,63.5,0,0,-1,-1
"146901003",0,0,-1,-1,6,-1,-1,0,0,0,0
"146901004",-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"146901041",-3,-3,23,20.2,114,71,62.3,0,0,-1,-1
"146901102",15,20.5,16,21.9,73,15,20.5,9,12.3,18,24.7
"146901103",16,19.3,-3,-3,83,19,22.9,-1,-1,33,39.8
